X[s],"R TIBIALIS ANTERIOR: EMG 7->filter (FilterSlidingRMS57)"
0.1531731,0
0.1536923,0
0.1542115,0
0.1547308,0
0.15525,0
0.1557692,0
0.1562885,0
0.1568077,0
0.1573269,0
0.1578462,0
0.1583654,0
0.1588846,0
0.1594038,0
0.1599231,0
0.1604423,0
0.1609615,0
0.1614808,0
0.162,0
0.1625192,0
0.1630385,0
0.1635577,0
0.1640769,0
0.1645962,0
0.1651154,0
0.1656346,0
0.1661538,0
0.1666731,0
0.1671923,0
0.1677115,0
0.1682308,0
0.16875,0
0.1692692,0
0.1697885,0
0.1703077,0
0.1708269,0
0.1713462,0
0.1718654,0
0.1723846,0
0.1729039,0
0.1734231,0
0.1739423,0
0.1744615,0
0.1749808,0
0.1755,0
0.1760192,0
0.1765385,0
0.1770577,0
0.1775769,0
0.1780962,0
0.1786154,0
0.1791346,0
0.1796539,0
0.1801731,0
0.1806923,0
0.1812115,0
0.1817308,0
0.18225,0
0.1827692,0
0.1832885,0
0.1838077,0
0.1843269,0
0.1848462,0
0.1853654,0
0.1858846,0
0.1864039,0
0.1869231,0
0.1874423,0
0.1879615,0
0.1884808,0
0.189,0
0.1895192,0
0.1900385,0
0.1905577,0
0.1910769,0
0.1915962,0
0.1921154,0
0.1926346,0
0.1931538,0
0.1936731,0
0.1941923,0
0.1947115,0
0.1952308,0
0.19575,0
0.1962692,0
0.1967885,0
0.1973077,0
0.1978269,0
0.1983462,0
0.1988654,0
0.1993846,0
0.1999038,0
0.2004231,0
0.2009423,0
0.2014615,0
0.2019808,0
0.2025,0
0.2030192,0
0.2035385,0
0.2040577,0
0.2045769,0
0.2050962,0
0.2056154,0
0.2061346,0
0.2066538,0
0.2071731,0
0.2076923,0
0.2082115,0
0.2087308,0
0.20925,0
0.2097692,0
0.2102885,0
0.2108077,0
0.2113269,0
0.2118462,0
0.2123654,0
0.2128846,0
0.2134039,0
0.2139231,0
0.2144423,0
0.2149615,0
0.2154808,0
0.216,0
0.2165192,0
0.2170385,0
0.2175577,0
0.2180769,0
0.2185962,0
0.2191154,0
0.2196346,0
0.2201539,0
0.2206731,0
0.2211923,0
0.2217115,0
0.2222308,0
0.22275,0
0.2232692,0
0.2237885,0
0.2243077,0
0.2248269,0
0.2253462,0
0.2258654,0
0.2263846,0
0.2269039,0
0.2274231,0
0.2279423,0
0.2284615,0
0.2289808,0
0.2295,0
0.2300192,0
0.2305385,0
0.2310577,0
0.2315769,0
0.2320962,0
0.2326154,0
0.2331346,0
0.2336538,0
0.2341731,0
0.2346923,0
0.2352115,0
0.2357308,0
0.23625,0
0.2367692,0
0.2372885,0
0.2378077,0
0.2383269,0
0.2388462,0
0.2393654,0
0.2398846,0
0.2404038,0
0.2409231,0
0.2414423,0
0.2419615,0
0.2424808,0
0.243,0
0.2435192,0
0.2440385,0
0.2445577,0
0.2450769,0
0.2455962,0
0.2461154,0
0.2466346,0
0.2471538,0
0.2476731,0
0.2481923,0
0.2487115,0
0.2492308,0
0.24975,1.109554E-05
0.2502692,1.1112E-05
0.2507885,1.112313E-05
0.2513077,1.11326E-05
0.2518269,1.114586E-05
0.2523462,1.116527E-05
0.2528654,1.118794E-05
0.2533846,1.120912E-05
0.2539038,1.12271E-05
0.2544231,1.124216E-05
0.2549423,1.125759E-05
0.2554615,1.127507E-05
0.2559808,1.129472E-05
0.2565,1.131478E-05
0.2570192,1.133435E-05
0.2575385,1.135006E-05
0.2580577,1.135966E-05
0.2585769,1.136803E-05
0.2590961,1.137669E-05
0.2596154,1.138505E-05
0.2601346,1.139659E-05
0.2606539,1.141222E-05
0.2611731,1.142515E-05
0.2616923,1.143734E-05
0.2622115,1.144849E-05
0.2627308,1.145739E-05
0.26325,1.146819E-05
0.2637692,1.147931E-05
0.2642885,1.148943E-05
0.2648077,1.150191E-05
0.2653269,1.151661E-05
0.2658462,1.152906E-05
0.2663654,1.154046E-05
0.2668846,1.155254E-05
0.2674038,1.156531E-05
0.2679231,1.157954E-05
0.2684423,1.159265E-05
0.2689615,1.160502E-05
0.2694808,1.161846E-05
0.27,1.163301E-05
0.2705192,1.165118E-05
0.2710385,1.166647E-05
0.2715577,1.16755E-05
0.2720769,1.168514E-05
0.2725962,1.169923E-05
0.2731154,1.171484E-05
0.2736346,1.173043E-05
0.2741539,1.174561E-05
0.2746731,1.175748E-05
0.2751923,1.177003E-05
0.2757115,1.178221E-05
0.2762308,1.179176E-05
0.27675,1.180012E-05
0.2772692,1.179648E-05
0.2777885,1.179851E-05
0.2783077,1.180835E-05
0.2788269,1.181349E-05
0.2793462,1.180914E-05
0.2798654,1.180067E-05
0.2803846,1.179303E-05
0.2809038,1.179303E-05
0.2814231,1.179486E-05
0.2819423,1.179413E-05
0.2824616,1.179413E-05
0.2829808,1.179974E-05
0.2835,1.180535E-05
0.2840192,1.180766E-05
0.2845385,1.181214E-05
0.2850577,1.181292E-05
0.2855769,1.180847E-05
0.2860962,1.180667E-05
0.2866154,1.180258E-05
0.2871346,1.179544E-05
0.2876539,1.178831E-05
0.2881731,1.178468E-05
0.2886923,1.178468E-05
0.2892115,1.178338E-05
0.2897308,1.177851E-05
0.29025,1.177483E-05
0.2907692,1.177346E-05
0.2912885,1.177198E-05
0.2918077,1.176792E-05
0.2923269,1.17632E-05
0.2928461,1.176162E-05
0.2933654,1.175864E-05
0.2938846,1.17525E-05
0.2944039,1.174586E-05
0.2949231,1.173798E-05
0.2954423,1.172574E-05
0.2959615,1.171626E-05
0.2964808,1.170978E-05
0.297,1.170633E-05
0.2975192,1.170447E-05
0.2980385,1.170639E-05
0.2985577,1.171449E-05
0.2990769,1.172157E-05
0.2995962,1.172126E-05
0.3001154,1.171658E-05
0.3006346,1.170926E-05
0.3011538,1.169871E-05
0.3016731,1.168701E-05
0.3021923,1.167502E-05
0.3027115,1.165933E-05
0.3032308,1.164024E-05
0.30375,1.162594E-05
0.3042692,1.162659E-05
0.3047885,1.163395E-05
0.3053077,1.164082E-05
0.3058269,1.164696E-05
0.3063461,1.165299E-05
0.3068654,1.165962E-05
0.3073846,1.166484E-05
0.3079039,1.166791E-05
0.3084231,1.167254E-05
0.3089423,1.167362E-05
0.3094615,1.167145E-05
0.3099808,1.166575E-05
0.3105,1.166004E-05
0.3110192,1.165642E-05
0.3115385,1.165765E-05
0.3120577,1.166601E-05
0.3125769,1.167992E-05
0.3130962,1.169897E-05
0.3136154,1.171595E-05
0.3141346,1.173396E-05
0.3146538,1.17511E-05
0.3151731,1.176266E-05
0.3156923,1.177162E-05
0.3162116,1.177825E-05
0.3167308,1.177949E-05
0.31725,1.177541E-05
0.3177692,1.177106E-05
0.3182885,1.176208E-05
0.3188077,1.174693E-05
0.3193269,1.173479E-05
0.3198462,1.172906E-05
0.3203654,1.173016E-05
0.3208846,1.173728E-05
0.3214039,1.174543E-05
0.3219231,1.175459E-05
0.3224423,1.176295E-05
0.3229615,1.177371E-05
0.3234808,1.178645E-05
0.324,1.179653E-05
0.3245192,1.180118E-05
0.3250385,1.180654E-05
0.3255577,1.181187E-05
0.3260769,1.181157E-05
0.3265962,1.181157E-05
0.3271154,1.181361E-05
0.3276346,1.181257E-05
0.3281538,1.180712E-05
0.3286731,1.180146E-05
0.3291923,1.179991E-05
0.3297116,1.179663E-05
0.3302308,1.179436E-05
0.33075,1.178851E-05
0.3312692,1.178011E-05
0.3317885,1.177778E-05
0.3323077,1.178228E-05
0.3328269,1.178486E-05
0.3333462,1.177711E-05
0.3338654,1.177058E-05
0.3343846,1.177584E-05
0.3349038,1.178078E-05
0.3354231,1.178223E-05
0.3359423,1.178725E-05
0.3364615,1.179461E-05
0.3369808,1.179676E-05
0.3375,1.179676E-05
0.3380192,1.179589E-05
0.3385385,1.179589E-05
0.3390577,1.179024E-05
0.3395769,1.17773E-05
0.3400961,1.176616E-05
0.3406154,1.175774E-05
0.3411346,1.175523E-05
0.3416539,1.175437E-05
0.3421731,1.174791E-05
0.3426923,1.17357E-05
0.3432115,1.172474E-05
0.3437308,1.171481E-05
0.34425,1.170839E-05
0.3447692,1.170207E-05
0.3452885,1.169496E-05
0.3458077,1.1692E-05
0.3463269,1.169417E-05
0.3468462,1.169375E-05
0.3473654,1.168747E-05
0.3478846,1.167887E-05
0.3484038,1.167472E-05
0.3489231,1.167725E-05
0.3494423,1.16792E-05
0.3499615,1.167891E-05
0.3504808,1.168467E-05
0.351,1.168999E-05
0.3515192,1.168947E-05
0.3520385,1.168369E-05
0.3525577,1.167663E-05
0.3530769,1.167483E-05
0.3535962,1.167453E-05
0.3541154,1.167046E-05
0.3546346,1.166605E-05
0.3551539,1.166233E-05
0.3556731,1.165916E-05
0.3561923,1.165367E-05
0.3567115,1.165044E-05
0.3572308,1.165274E-05
0.35775,1.165102E-05
0.3582692,1.164069E-05
0.3587885,1.163101E-05
0.3593077,1.162621E-05
0.3598269,1.162451E-05
0.3603462,1.162893E-05
0.3608654,1.164065E-05
0.3613846,1.165125E-05
0.3619038,1.165885E-05
0.3624231,1.166439E-05
0.3629423,1.166811E-05
0.3634616,1.167124E-05
0.3639808,1.167677E-05
0.3645,1.16861E-05
0.3650192,1.169816E-05
0.3655385,1.170564E-05
0.3660577,1.170715E-05
0.3665769,1.17113E-05
0.3670962,1.172099E-05
0.3676154,1.172249E-05
0.3681346,1.171949E-05
0.3686539,1.172201E-05
0.3691731,1.172849E-05
0.3696923,1.17331E-05
0.3702115,1.17395E-05
0.3707308,1.175137E-05
0.37125,1.176185E-05
0.3717692,1.17675E-05
0.3722885,1.177017E-05
0.3728077,1.177139E-05
0.3733269,1.177306E-05
0.3738461,1.177467E-05
0.3743654,1.177596E-05
0.3748846,1.177558E-05
0.3754039,1.176929E-05
0.3759231,1.175575E-05
0.3764423,1.174149E-05
0.3769615,1.172633E-05
0.3774808,1.171194E-05
0.378,1.169963E-05
0.3785192,1.168927E-05
0.3790385,1.16796E-05
0.3795577,1.167552E-05
0.3800769,1.167552E-05
0.3805962,1.167196E-05
0.3811154,1.166654E-05
0.3816346,1.16626E-05
0.3821538,1.165868E-05
0.3826731,1.165466E-05
0.3831923,1.164612E-05
0.3837115,1.163637E-05
0.3842308,1.163768E-05
0.38475,1.164428E-05
0.3852692,1.165249E-05
0.3857885,1.166274E-05
0.3863077,1.167213E-05
0.3868269,1.167972E-05
0.3873461,1.1685E-05
0.3878654,1.169008E-05
0.3883846,1.169561E-05
0.3889039,1.169967E-05
0.3894231,1.169795E-05
0.3899423,1.168894E-05
0.3904615,1.167713E-05
0.3909808,1.167322E-05
0.3915,1.167622E-05
0.3920192,1.167842E-05
0.3925385,1.167315E-05
0.3930577,1.166944E-05
0.3935769,1.167636E-05
0.3940962,1.168647E-05
0.3946154,1.169419E-05
0.3951346,1.169543E-05
0.3956538,1.169053E-05
0.3961731,1.168367E-05
0.3966923,1.1675E-05
0.3972116,1.166793E-05
0.3977308,1.166683E-05
0.39825,1.167098E-05
0.3987692,1.167417E-05
0.3992885,1.167417E-05
0.3998077,1.167417E-05
0.4003269,1.167686E-05
0.4008462,1.168318E-05
0.4013654,1.168586E-05
0.4018846,1.168164E-05
0.4024039,1.167177E-05
0.4029231,1.166404E-05
0.4034423,1.166974E-05
0.4039615,1.168449E-05
0.4044808,1.169308E-05
0.405,1.169154E-05
0.4055192,1.169003E-05
0.4060385,1.169797E-05
0.4065577,1.171223E-05
0.4070769,1.172342E-05
0.4075962,1.172779E-05
0.4081154,1.17241E-05
0.4086346,1.171662E-05
0.4091538,1.170932E-05
0.4096731,1.170186E-05
0.4101923,1.16892E-05
0.4107116,1.167421E-05
0.4112308,1.166152E-05
0.41175,1.164961E-05
0.4122692,1.1648E-05
0.4127885,1.165041E-05
0.4133077,1.164668E-05
0.4138269,1.16376E-05
0.4143462,1.16348E-05
0.4148654,1.163517E-05
0.4153846,1.163771E-05
0.4159038,1.163862E-05
0.4164231,1.163985E-05
0.4169423,1.164329E-05
0.4174615,1.164385E-05
0.4179808,1.164017E-05
0.4185,1.163747E-05
0.4190192,1.163747E-05
0.4195385,1.164299E-05
0.4200577,1.165888E-05
0.4205769,1.167722E-05
0.4210961,1.168693E-05
0.4216154,1.169083E-05
0.4221346,1.169305E-05
0.4226539,1.169457E-05
0.4231731,1.169609E-05
0.4236923,1.169898E-05
0.4242115,1.169844E-05
0.4247308,1.169501E-05
0.42525,1.169094E-05
0.4257692,1.16885E-05
0.4262885,1.168659E-05
0.4268077,1.168291E-05
0.4273269,1.167875E-05
0.4278462,1.166878E-05
0.4283654,1.165353E-05
0.4288846,1.163005E-05
0.4294038,1.160691E-05
0.4299231,1.159145E-05
0.4304423,1.158587E-05
0.4309615,1.158805E-05
0.4314808,1.159265E-05
0.432,1.159265E-05
0.4325192,1.158646E-05
0.4330385,1.157656E-05
0.4335577,1.156259E-05
0.4340769,1.154896E-05
0.4345962,1.153659E-05
0.4351154,1.152016E-05
0.4356346,1.150276E-05
0.4361539,1.149163E-05
0.4366731,1.148628E-05
0.4371923,1.148491E-05
0.4377115,1.148584E-05
0.4382308,1.148941E-05
0.43875,1.149577E-05
0.4392692,1.150418E-05
0.4397885,1.151028E-05
0.4403077,1.151028E-05
0.4408269,1.150682E-05
0.4413462,1.150844E-05
0.4418654,1.152016E-05
0.4423846,1.153699E-05
0.4429038,1.154356E-05
0.4434231,1.15439E-05
0.4439423,1.154809E-05
0.4444616,1.155744E-05
0.4449808,1.156462E-05
0.4455,1.156876E-05
0.4460192,1.157124E-05
0.4465385,1.157247E-05
0.4470577,1.157353E-05
0.4475769,1.15718E-05
0.4480962,1.1569E-05
0.4486154,1.157285E-05
0.4491346,1.158059E-05
0.4496539,1.158797E-05
0.4501731,1.159394E-05
0.4506923,1.15996E-05
0.4512115,1.160844E-05
0.4517308,1.161749E-05
0.45225,1.162092E-05
0.4527692,1.162057E-05
0.4532885,1.161917E-05
0.4538077,1.161882E-05
0.4543269,1.162153E-05
0.4548462,1.162399E-05
0.4553654,1.16249E-05
0.4558846,1.162825E-05
0.4564039,1.163732E-05
0.4569231,1.164667E-05
0.4574423,1.165464E-05
0.4579615,1.166639E-05
0.4584808,1.167741E-05
0.459,1.167893E-05
0.4595192,1.16716E-05
0.4600385,1.166383E-05
0.4605577,1.166253E-05
0.4610769,1.166406E-05
0.4615962,1.166011E-05
0.4621154,1.165166E-05
0.4626346,1.16402E-05
0.4631538,1.163494E-05
0.4636731,1.163747E-05
0.4641923,1.163747E-05
0.4647115,1.163268E-05
0.4652308,1.162509E-05
0.46575,1.162337E-05
0.4662692,1.162778E-05
0.4667885,1.163272E-05
0.4673077,1.163664E-05
0.4678269,1.163787E-05
0.4683461,1.163198E-05
0.4688654,1.162643E-05
0.4693846,1.162135E-05
0.4699039,1.161645E-05
0.4704231,1.160848E-05
0.4709423,1.160598E-05
0.4714615,1.160301E-05
0.4719808,1.159797E-05
0.4725,1.159106E-05
0.4730192,1.158846E-05
0.4735385,1.159144E-05
0.4740577,1.159855E-05
0.4745769,1.160437E-05
0.4750962,1.160716E-05
0.4756154,1.160861E-05
0.4761346,1.16119E-05
0.4766538,1.161077E-05
0.4771731,1.160659E-05
0.4776923,1.160629E-05
0.4782116,1.160447E-05
0.4787308,1.159911E-05
0.47925,1.159876E-05
0.4797692,1.160442E-05
0.4802885,1.160442E-05
0.4808077,1.160078E-05
0.4813269,1.160112E-05
0.4818462,1.160294E-05
0.4823654,1.160409E-05
0.4828846,1.160818E-05
0.4834039,1.161024E-05
0.4839231,1.160945E-05
0.4844423,1.161011E-05
0.4849615,1.161506E-05
0.4854808,1.162149E-05
0.486,1.162387E-05
0.4865192,1.162524E-05
0.4870385,1.16283E-05
0.4875577,1.163136E-05
0.4880769,1.164108E-05
0.4885962,1.164596E-05
0.4891154,1.164354E-05
0.4896346,1.16424E-05
0.4901538,1.164169E-05
0.4906731,1.164053E-05
0.4911923,1.164134E-05
0.4917116,1.164254E-05
0.4922308,1.164328E-05
0.49275,1.164059E-05
0.4932692,1.164025E-05
0.4937885,1.164418E-05
0.4943077,1.16525E-05
0.4948269,1.166217E-05
0.4953462,1.167024E-05
0.4958654,1.167758E-05
0.4963846,1.168282E-05
0.4969039,1.168755E-05
0.4974231,1.169019E-05
0.4979423,1.168881E-05
0.4984615,1.169045E-05
0.4989808,1.169517E-05
0.4995,1.169559E-05
0.5000193,1.16952E-05
0.5005385,1.169654E-05
0.5010577,1.169876E-05
0.5015769,1.169876E-05
0.5020962,1.169548E-05
0.5026154,1.168828E-05
0.5031346,1.168062E-05
0.5036538,1.167494E-05
0.5041731,1.167105E-05
0.5046923,1.166677E-05
0.5052115,1.165954E-05
0.5057307,1.164868E-05
0.50625,1.163919E-05
0.5067692,1.163282E-05
0.5072885,1.163092E-05
0.5078077,1.163497E-05
0.5083269,1.164171E-05
0.5088462,1.164324E-05
0.5093654,1.164213E-05
0.5098846,1.163738E-05
0.5104039,1.162836E-05
0.5109231,1.162413E-05
0.5114423,1.162311E-05
0.5119615,1.16252E-05
0.5124808,1.163022E-05
0.513,1.163228E-05
0.5135192,1.162978E-05
0.5140384,1.16222E-05
0.5145577,1.161076E-05
0.5150769,1.159789E-05
0.5155962,1.159063E-05
0.5161154,1.158693E-05
0.5166346,1.158199E-05
0.5171539,1.158094E-05
0.5176731,1.15817E-05
0.5181923,1.158134E-05
0.5187116,1.15803E-05
0.5192308,1.157686E-05
0.51975,1.156963E-05
0.5202692,1.156045E-05
0.5207885,1.15578E-05
0.5213077,1.156145E-05
0.5218269,1.156597E-05
0.5223461,1.157045E-05
0.5228654,1.157749E-05
0.5233846,1.158358E-05
0.5239038,1.158823E-05
0.5244231,1.15936E-05
0.5249423,1.159663E-05
0.5254616,1.159923E-05
0.5259808,1.160225E-05
0.5265,1.160476E-05
0.5270193,1.160914E-05
0.5275385,1.160809E-05
0.5280577,1.160065E-05
0.5285769,1.159867E-05
0.5290962,1.160273E-05
0.5296154,1.160536E-05
0.5301346,1.160693E-05
0.5306538,1.160928E-05
0.5311731,1.161126E-05
0.5316923,1.161393E-05
0.5322115,1.161484E-05
0.5327308,1.161284E-05
0.53325,1.161247E-05
0.5337692,1.161876E-05
0.5342885,1.162328E-05
0.5348077,1.162328E-05
0.535327,1.162367E-05
0.5358462,1.162626E-05
0.5363654,1.163187E-05
0.5368846,1.16347E-05
0.5374039,1.16322E-05
0.5379231,1.16322E-05
0.5384423,1.163251E-05
0.5389615,1.162761E-05
0.5394807,1.162206E-05
0.54,1.161883E-05
0.5405192,1.162095E-05
0.5410385,1.162153E-05
0.5415577,1.161718E-05
0.5420769,1.160931E-05
0.5425962,1.160436E-05
0.5431154,1.160584E-05
0.5436346,1.161472E-05
0.5441539,1.162681E-05
0.5446731,1.163755E-05
0.5451923,1.164255E-05
0.5457115,1.164185E-05
0.5462308,1.163448E-05
0.54675,1.162747E-05
0.5472692,1.16241E-05
0.5477884,1.162186E-05
0.5483077,1.161591E-05
0.5488269,1.160786E-05
0.5493461,1.160358E-05
0.5498654,1.160661E-05
0.5503846,1.161436E-05
0.5509039,1.162197E-05
0.5514231,1.162758E-05
0.5519423,1.163034E-05
0.5524616,1.16343E-05
0.5529808,1.164216E-05
0.5535,1.165131E-05
0.5540192,1.165842E-05
0.5545385,1.166434E-05
0.5550577,1.166584E-05
0.5555769,1.166514E-05
0.5560961,1.166887E-05
0.5566154,1.167357E-05
0.5571346,1.167388E-05
0.5576538,1.167213E-05
0.5581731,1.166663E-05
0.5586923,1.166199E-05
0.5592116,1.165877E-05
0.5597308,1.165877E-05
0.56025,1.165975E-05
0.5607693,1.166005E-05
0.5612885,1.166005E-05
0.5618077,1.165929E-05
0.5623269,1.165121E-05
0.5628462,1.163719E-05
0.5633654,1.162952E-05
0.5638846,1.162539E-05
0.5644038,1.162031E-05
0.5649231,1.161498E-05
0.5654423,1.16128E-05
0.5659615,1.160886E-05
0.5664808,1.1603E-05
0.567,1.159805E-05
0.5675192,1.159393E-05
0.5680385,1.159532E-05
0.5685577,1.160417E-05
0.569077,1.16099E-05
0.5695962,1.161384E-05
0.5701154,1.161503E-05
0.5706346,1.1612E-05
0.5711539,1.161037E-05
0.5716731,1.161183E-05
0.5721923,1.16182E-05
0.5727115,1.16242E-05
0.5732308,1.162725E-05
0.57375,1.162845E-05
0.5742692,1.163104E-05
0.5747885,1.16364E-05
0.5753077,1.164277E-05
0.5758269,1.165513E-05
0.5763462,1.166506E-05
0.5768654,1.166807E-05
0.5773847,1.166782E-05
0.5779039,1.167061E-05
0.5784231,1.168112E-05
0.5789423,1.168978E-05
0.5794616,1.169194E-05
0.5799808,1.169122E-05
0.5805,1.169052E-05
0.5810192,1.16931E-05
0.5815384,1.16971E-05
0.5820577,1.169907E-05
0.5825769,1.170439E-05
0.5830961,1.17205E-05
0.5836154,1.173443E-05
0.5841346,1.174082E-05
0.5846539,1.174615E-05
0.5851731,1.17447E-05
0.5856923,1.173836E-05
0.5862116,1.172945E-05
0.5867308,1.172296E-05
0.58725,1.171358E-05
0.5877692,1.170306E-05
0.5882885,1.169421E-05
0.5888077,1.168789E-05
0.5893269,1.168608E-05
0.5898461,1.168587E-05
0.5903654,1.168328E-05
0.5908846,1.167616E-05
0.5914038,1.166737E-05
0.5919231,1.166243E-05
0.5924423,1.166403E-05
0.5929615,1.166813E-05
0.5934808,1.167015E-05
0.594,1.167015E-05
0.5945193,1.167087E-05
0.5950385,1.167087E-05
0.5955577,1.166858E-05
0.5960769,1.166049E-05
0.5965962,1.164921E-05
0.5971154,1.164202E-05
0.5976346,1.163833E-05
0.5981538,1.163711E-05
0.5986731,1.163261E-05
0.5991923,1.162711E-05
0.5997115,1.162387E-05
0.6002308,1.16225E-05
0.60075,1.162985E-05
0.6012692,1.164149E-05
0.6017885,1.164918E-05
0.6023077,1.165781E-05
0.602827,1.166231E-05
0.6033462,1.166513E-05
0.6038654,1.1666E-05
0.6043846,1.166009E-05
0.6049039,1.165055E-05
0.6054231,1.164084E-05
0.6059423,1.163419E-05
0.6064615,1.163136E-05
0.6069808,1.163392E-05
0.6075,1.163947E-05
0.6080192,1.164584E-05
0.6085384,1.165507E-05
0.6090577,1.166699E-05
0.6095769,1.167409E-05
0.6100962,1.167372E-05
0.6106154,1.167372E-05
0.6111346,1.168786E-05
0.6116539,1.170747E-05
0.6121731,1.171917E-05
0.6126923,1.172337E-05
0.6132116,1.172817E-05
0.6137308,1.173932E-05
0.61425,1.175048E-05
0.6147692,1.175243E-05
0.6152885,1.175211E-05
0.6158077,1.175179E-05
0.6163269,1.174326E-05
0.6168461,1.173233E-05
0.6173654,1.172454E-05
0.6178846,1.1715E-05
0.6184039,1.169739E-05
0.6189231,1.16775E-05
0.6194423,1.166464E-05
0.6199616,1.16591E-05
0.6204808,1.165275E-05
0.621,1.165021E-05
0.6215193,1.165627E-05
0.6220385,1.16585E-05
0.6225577,1.165612E-05
0.6230769,1.165498E-05
0.6235961,1.165948E-05
0.6241154,1.16631E-05
0.6246346,1.166388E-05
0.6251538,1.166811E-05
0.6256731,1.167389E-05
0.6261923,1.167479E-05
0.6267115,1.167268E-05
