X[s],"R BICEPS FEMORIS: EMG 6->filter (FilterSlidingRMS39)"
5.363135,3.397113E-05
5.363654,3.395486E-05
5.364173,3.395551E-05
5.364692,3.388679E-05
5.365211,3.369967E-05
5.365731,3.349542E-05
5.36625,3.33827E-05
5.366769,3.335295E-05
5.367289,3.335935E-05
5.367808,3.336469E-05
5.368327,3.334506E-05
5.368846,3.329768E-05
5.369365,3.325019E-05
5.369884,3.322224E-05
5.370404,3.321784E-05
5.370923,3.323249E-05
5.371442,3.323327E-05
5.371962,3.320682E-05
5.372481,3.322762E-05
5.373,3.329655E-05
5.373519,3.33373E-05
5.374039,3.334854E-05
5.374558,3.333644E-05
5.375077,3.330986E-05
5.375596,3.329412E-05
5.376115,3.328793E-05
5.376635,3.328626E-05
5.377154,3.331145E-05
5.377673,3.340162E-05
5.378192,3.351437E-05
5.378712,3.352217E-05
5.379231,3.341079E-05
5.37975,3.332006E-05
5.38027,3.330949E-05
5.380788,3.3317E-05
5.381308,3.331057E-05
5.381827,3.332708E-05
5.382346,3.337301E-05
5.382865,3.337871E-05
5.383385,3.332708E-05
5.383904,3.328411E-05
5.384423,3.328088E-05
5.384943,3.327478E-05
5.385462,3.326982E-05
5.385981,3.329026E-05
5.3865,3.330696E-05
5.387019,3.329884E-05
5.387538,3.328283E-05
5.388058,3.328334E-05
5.388577,3.329379E-05
5.389096,3.329257E-05
5.389616,3.327364E-05
5.390135,3.324412E-05
5.390654,3.320306E-05
5.391173,3.313702E-05
5.391692,3.30606E-05
5.392211,3.302233E-05
5.392731,3.302968E-05
5.39325,3.305183E-05
5.393769,3.30709E-05
5.394289,3.308899E-05
5.394808,3.307636E-05
5.395327,3.293404E-05
5.395846,3.266328E-05
5.396366,3.240923E-05
5.396884,3.229212E-05
5.397404,3.227431E-05
5.397923,3.22786E-05
5.398442,3.227272E-05
5.398962,3.228707E-05
5.399481,3.23217E-05
5.4,3.233628E-05
5.400519,3.232334E-05
5.401039,3.230396E-05
5.401558,3.230983E-05
5.402077,3.232939E-05
5.402596,3.233617E-05
5.403115,3.232779E-05
5.403635,3.231266E-05
5.404154,3.231813E-05
5.404673,3.235763E-05
5.405192,3.240881E-05
5.405712,3.24336E-05
5.406231,3.243436E-05
5.40675,3.243172E-05
5.407269,3.24215E-05
5.407789,3.241161E-05
5.408308,3.243488E-05
5.408827,3.246679E-05
5.409346,3.247361E-05
5.409865,3.24612E-05
5.410385,3.241791E-05
5.410904,3.234978E-05
5.411423,3.229675E-05
5.411942,3.227655E-05
5.412462,3.227636E-05
5.412981,3.228229E-05
5.4135,3.231234E-05
5.414019,3.234473E-05
5.414538,3.232571E-05
5.415058,3.227058E-05
5.415577,3.222022E-05
5.416096,3.215362E-05
5.416615,3.204907E-05
5.417135,3.195778E-05
5.417654,3.189939E-05
5.418173,3.191042E-05
5.418693,3.199975E-05
5.419211,3.204657E-05
5.419731,3.19974E-05
5.42025,3.194081E-05
5.420769,3.192167E-05
5.421288,3.193708E-05
5.421808,3.196029E-05
5.422327,3.197096E-05
5.422846,3.199909E-05
5.423366,3.211977E-05
5.423885,3.232876E-05
5.424404,3.246644E-05
5.424923,3.248671E-05
5.425442,3.249032E-05
5.425961,3.250975E-05
5.426481,3.255403E-05
5.427,3.264078E-05
5.427519,3.274772E-05
5.428039,3.278556E-05
5.428558,3.27252E-05
5.429077,3.264545E-05
5.429596,3.259669E-05
5.430115,3.258642E-05
5.430634,3.258653E-05
5.431154,3.258641E-05
5.431673,3.259366E-05
5.432192,3.258844E-05
5.432712,3.257351E-05
5.433231,3.256935E-05
5.43375,3.256975E-05
5.434269,3.259042E-05
5.434789,3.263979E-05
5.435308,3.266599E-05
5.435827,3.266667E-05
5.436346,3.266857E-05
5.436865,3.266419E-05
5.437385,3.265657E-05
5.437904,3.265495E-05
5.438423,3.266565E-05
5.438942,3.266584E-05
5.439462,3.265741E-05
5.439981,3.266328E-05
5.4405,3.266891E-05
5.441019,3.266839E-05
5.441538,3.267035E-05
5.442058,3.267046E-05
5.442577,3.267121E-05
5.443096,3.264831E-05
5.443615,3.255441E-05
5.444135,3.241056E-05
5.444654,3.229329E-05
5.445173,3.22162E-05
5.445693,3.214936E-05
5.446212,3.207827E-05
5.446731,3.200815E-05
5.44725,3.197992E-05
5.447769,3.20082E-05
5.448288,3.194703E-05
5.448808,3.175396E-05
5.449327,3.152487E-05
5.449846,3.134945E-05
5.450366,3.130526E-05
5.450885,3.132522E-05
5.451404,3.132293E-05
5.451923,3.13216E-05
5.452442,3.135125E-05
5.452961,3.139255E-05
5.453481,3.141186E-05
5.454,3.140769E-05
5.454519,3.143881E-05
5.455039,3.149834E-05
5.455558,3.152535E-05
5.456077,3.15432E-05
5.456596,3.155833E-05
5.457116,3.161848E-05
5.457634,3.172036E-05
5.458154,3.17763E-05
5.458673,3.179749E-05
5.459192,3.185175E-05
5.459712,3.197073E-05
5.460231,3.205821E-05
5.46075,3.205441E-05
5.461269,3.207754E-05
5.461789,3.221745E-05
5.462308,3.237187E-05
5.462827,3.248356E-05
5.463346,3.255306E-05
5.463865,3.256426E-05
5.464385,3.25091E-05
5.464904,3.23806E-05
5.465423,3.216341E-05
5.465942,3.188127E-05
5.466462,3.160766E-05
5.466981,3.140849E-05
5.4675,3.130488E-05
5.468019,3.127334E-05
5.468539,3.127515E-05
5.469058,3.125519E-05
5.469577,3.115264E-05
5.470096,3.100711E-05
5.470615,3.088522E-05
5.471135,3.078845E-05
5.471654,3.070716E-05
5.472173,3.065289E-05
5.472692,3.062497E-05
5.473212,3.061796E-05
5.473731,3.061822E-05
5.47425,3.06228E-05
5.474769,3.06139E-05
5.475288,3.05652E-05
5.475808,3.042968E-05
5.476327,3.018762E-05
5.476846,2.993127E-05
5.477365,2.977266E-05
5.477885,2.971676E-05
5.478404,2.970522E-05
5.478923,2.971045E-05
5.479443,2.970205E-05
5.479961,2.963486E-05
5.480481,2.955817E-05
5.481,2.951808E-05
5.481519,2.950267E-05
5.482038,2.950422E-05
5.482558,2.950864E-05
5.483077,2.950471E-05
5.483596,2.949098E-05
5.484116,2.946587E-05
5.484635,2.941446E-05
5.485154,2.935507E-05
5.485673,2.934624E-05
5.486192,2.938658E-05
5.486712,2.940892E-05
5.487231,2.93941E-05
5.48775,2.940708E-05
5.488269,2.944632E-05
5.488789,2.945578E-05
5.489308,2.94407E-05
5.489827,2.94333E-05
5.490346,2.944528E-05
5.490865,2.953518E-05
5.491385,2.980404E-05
5.491904,3.014627E-05
5.492423,3.030485E-05
5.492942,3.031857E-05
5.493462,3.032354E-05
5.493981,3.033564E-05
5.4945,3.034194E-05
5.495019,3.03427E-05
5.495539,3.031072E-05
5.496058,3.018419E-05
5.496577,3.005105E-05
5.497096,3.001668E-05
5.497615,3.001481E-05
5.498135,2.996296E-05
5.498654,2.987363E-05
5.499173,2.98279E-05
5.499692,2.98272E-05
5.500212,2.97659E-05
5.500731,2.968308E-05
5.50125,2.965307E-05
5.501769,2.964762E-05
5.502288,2.964631E-05
5.502808,2.96501E-05
5.503327,2.966763E-05
5.503846,2.969608E-05
5.504365,2.97273E-05
5.504885,2.974786E-05
5.505404,2.976349E-05
5.505923,2.979434E-05
5.506443,2.983771E-05
5.506962,2.988198E-05
5.507481,2.990675E-05
5.508,2.992363E-05
5.508519,2.997209E-05
5.509038,3.009075E-05
5.509558,3.019778E-05
5.510077,3.023271E-05
5.510596,3.025388E-05
5.511116,3.026005E-05
5.511635,3.017989E-05
5.512154,3.008152E-05
5.512673,3.016455E-05
5.513192,3.043189E-05
5.513711,3.06912E-05
5.514231,3.080369E-05
5.51475,3.081348E-05
5.515269,3.079171E-05
5.515789,3.077696E-05
5.516308,3.077917E-05
5.516827,3.078968E-05
5.517346,3.078926E-05
5.517866,3.077184E-05
5.518384,3.076446E-05
5.518904,3.076359E-05
5.519423,3.077363E-05
5.519942,3.08014E-05
5.520462,3.08285E-05
5.520981,3.084377E-05
5.5215,3.085336E-05
5.522019,3.085974E-05
5.522539,3.08612E-05
5.523058,3.085425E-05
5.523577,3.082365E-05
5.524096,3.077193E-05
5.524615,3.071837E-05
5.525135,3.067466E-05
5.525654,3.065304E-05
5.526173,3.065861E-05
5.526692,3.067703E-05
5.527212,3.068219E-05
5.527731,3.0658E-05
5.52825,3.062477E-05
5.528769,3.060943E-05
5.529288,3.064005E-05
5.529808,3.069852E-05
5.530327,3.063207E-05
5.530846,3.041485E-05
5.531365,3.027798E-05
5.531885,3.02966E-05
5.532404,3.028693E-05
5.532923,3.025433E-05
5.533442,3.027259E-05
5.533962,3.031683E-05
5.534481,3.037962E-05
5.535,3.047922E-05
5.535519,3.0609E-05
5.536038,3.072818E-05
5.536558,3.079577E-05
5.537077,3.081999E-05
5.537596,3.082915E-05
5.538116,3.082708E-05
5.538635,3.082492E-05
5.539154,3.083506E-05
5.539673,3.085306E-05
5.540193,3.086454E-05
5.540711,3.086967E-05
5.541231,3.087417E-05
5.54175,3.086269E-05
5.542269,3.082943E-05
5.542789,3.079483E-05
5.543308,3.078849E-05
5.543827,3.081735E-05
5.544346,3.086451E-05
5.544866,3.089827E-05
5.545385,3.08647E-05
5.545904,3.072881E-05
5.546423,3.058834E-05
5.546942,3.053556E-05
5.547462,3.054343E-05
5.547981,3.054298E-05
5.5485,3.052716E-05
5.549019,3.050922E-05
5.549539,3.049885E-05
5.550058,3.049572E-05
5.550577,3.049749E-05
5.551096,3.051039E-05
5.551615,3.054434E-05
5.552135,3.060549E-05
5.552654,3.069209E-05
5.553173,3.076787E-05
5.553692,3.080217E-05
5.554212,3.080228E-05
5.554731,3.079771E-05
5.55525,3.080611E-05
5.555769,3.079776E-05
5.556289,3.075146E-05
5.556808,3.063994E-05
5.557327,3.045588E-05
5.557846,3.028065E-05
5.558365,3.02037E-05
5.558885,3.020253E-05
5.559404,3.020125E-05
5.559923,3.014285E-05
5.560442,3.004105E-05
5.560962,2.996954E-05
5.561481,2.998312E-05
5.562,3.003298E-05
5.562519,3.006186E-05
5.563038,3.007368E-05
5.563558,3.007353E-05
5.564077,3.005191E-05
5.564596,3.000529E-05
5.565115,2.999023E-05
5.565635,3.000635E-05
5.566154,3.001502E-05
5.566673,3.0017E-05
5.567193,3.002164E-05
5.567712,3.00316E-05
5.568231,3.003301E-05
5.56875,3.003505E-05
5.569269,3.00936E-05
5.569788,3.020788E-05
5.570308,3.026089E-05
5.570827,3.022598E-05
5.571346,3.017957E-05
5.571866,3.014413E-05
5.572385,3.015154E-05
5.572904,3.019939E-05
5.573423,3.022562E-05
5.573942,3.022467E-05
5.574461,3.021011E-05
5.574981,3.018483E-05
5.5755,3.015986E-05
5.576019,3.016918E-05
5.576539,3.020803E-05
5.577058,3.025515E-05
5.577577,3.028662E-05
5.578096,3.029569E-05
5.578616,3.027508E-05
5.579134,3.022724E-05
5.579654,3.016772E-05
5.580173,3.009018E-05
5.580692,3.000236E-05
5.581212,2.992354E-05
5.581731,2.988475E-05
5.58225,2.988143E-05
5.582769,2.98853E-05
5.583289,2.98927E-05
5.583808,2.99046E-05
5.584327,2.990559E-05
5.584846,2.988349E-05
5.585365,2.986758E-05
5.585885,2.987897E-05
5.586404,2.98706E-05
5.586923,2.978565E-05
5.587442,2.965426E-05
5.587962,2.961765E-05
5.588481,2.966297E-05
5.589,2.963324E-05
5.58952,2.945722E-05
5.590038,2.921097E-05
5.590558,2.904807E-05
5.591077,2.900434E-05
5.591596,2.901325E-05
5.592115,2.902691E-05
5.592635,2.901557E-05
5.593154,2.899105E-05
5.593673,2.898882E-05
5.594193,2.898778E-05
5.594712,2.897495E-05
5.595231,2.896059E-05
5.59575,2.894818E-05
5.596269,2.894136E-05
5.596788,2.894644E-05
5.597308,2.895512E-05
5.597827,2.895512E-05
5.598346,2.895636E-05
5.598866,2.8959E-05
5.599385,2.893382E-05
5.599904,2.887953E-05
5.600423,2.882034E-05
5.600943,2.878312E-05
5.601461,2.876527E-05
5.601981,2.875289E-05
5.6025,2.873756E-05
5.603019,2.872151E-05
5.603539,2.872538E-05
5.604058,2.873741E-05
5.604577,2.874077E-05
5.605096,2.873724E-05
5.605616,2.873405E-05
5.606135,2.873697E-05
5.606654,2.874597E-05
5.607173,2.877002E-05
5.607692,2.877625E-05
5.608212,2.877723E-05
5.608731,2.883471E-05
5.60925,2.890911E-05
5.609769,2.895019E-05
5.610289,2.896249E-05
5.610808,2.895351E-05
5.611327,2.890396E-05
5.611846,2.881622E-05
5.612365,2.873504E-05
5.612885,2.868819E-05
5.613404,2.870103E-05
5.613923,2.874386E-05
5.614442,2.869375E-05
5.614962,2.854977E-05
5.615481,2.835561E-05
5.616,2.815333E-05
5.616519,2.804366E-05
5.617039,2.802067E-05
5.617558,2.803698E-05
5.618077,2.805258E-05
5.618596,2.805202E-05
5.619115,2.804811E-05
5.619635,2.804534E-05
5.620154,2.804026E-05
5.620673,2.802639E-05
5.621192,2.801832E-05
5.621712,2.801757E-05
5.622231,2.795757E-05
5.62275,2.78597E-05
5.623269,2.781574E-05
5.623788,2.780955E-05
5.624308,2.780629E-05
5.624827,2.779106E-05
5.625346,2.777296E-05
5.625865,2.777022E-05
5.626385,2.775286E-05
5.626904,2.770815E-05
5.627423,2.765334E-05
5.627943,2.757742E-05
5.628462,2.752232E-05
5.628981,2.751806E-05
5.6295,2.751916E-05
5.630019,2.749887E-05
5.630538,2.749968E-05
5.631058,2.753353E-05
5.631577,2.751995E-05
5.632096,2.743735E-05
5.632616,2.738299E-05
5.633135,2.738799E-05
5.633654,2.740688E-05
5.634173,2.742375E-05
5.634692,2.743585E-05
5.635211,2.742693E-05
5.635731,2.739773E-05
5.63625,2.737689E-05
5.636769,2.736957E-05
5.637289,2.736269E-05
5.637808,2.735114E-05
5.638327,2.733524E-05
5.638846,2.732528E-05
5.639366,2.732195E-05
5.639884,2.732364E-05
5.640404,2.733083E-05
5.640923,2.735128E-05
5.641442,2.738549E-05
5.641962,2.741389E-05
5.642481,2.741518E-05
5.643,2.739969E-05
5.643519,2.739566E-05
5.644039,2.74096E-05
5.644558,2.741108E-05
5.645077,2.740377E-05
5.645596,2.741801E-05
5.646115,2.741314E-05
5.646635,2.743544E-05
5.647154,2.753408E-05
5.647673,2.759384E-05
5.648192,2.759447E-05
5.648712,2.759487E-05
5.649231,2.763395E-05
5.64975,2.768005E-05
5.65027,2.77101E-05
5.650788,2.773117E-05
5.651308,2.772703E-05
5.651827,2.770391E-05
5.652346,2.768796E-05
5.652865,2.767925E-05
5.653385,2.766429E-05
5.653904,2.763772E-05
5.654423,2.758809E-05
5.654943,2.752974E-05
5.655462,2.750282E-05
5.655981,2.750193E-05
5.6565,2.751938E-05
5.657019,2.753993E-05
5.657538,2.753212E-05
5.658058,2.74921E-05
5.658577,2.745405E-05
5.659096,2.745154E-05
5.659616,2.749496E-05
5.660135,2.756091E-05
5.660654,2.7597E-05
5.661173,2.760733E-05
5.661692,2.761158E-05
5.662211,2.761455E-05
5.662731,2.76079E-05
5.66325,2.757301E-05
5.663769,2.753679E-05
5.664289,2.752949E-05
5.664808,2.753342E-05
5.665327,2.752546E-05
5.665846,2.752766E-05
5.666366,2.753995E-05
5.666885,2.752959E-05
5.667404,2.753546E-05
5.667923,2.753072E-05
5.668442,2.74506E-05
5.668962,2.737241E-05
5.669481,2.737368E-05
5.67,2.740885E-05
5.670519,2.743226E-05
5.671039,2.742786E-05
5.671558,2.740656E-05
5.672077,2.736267E-05
5.672596,2.724826E-05
5.673115,2.702928E-05
5.673635,2.677311E-05
5.674154,2.662255E-05
5.674673,2.659939E-05
5.675192,2.659845E-05
5.675712,2.658823E-05
5.676231,2.656117E-05
5.67675,2.648443E-05
5.677269,2.636286E-05
5.677789,2.628594E-05
5.678308,2.629306E-05
5.678827,2.637466E-05
5.679346,2.655217E-05
5.679865,2.678129E-05
5.680385,2.695429E-05
5.680904,2.701365E-05
5.681423,2.700945E-05
5.681942,2.700635E-05
5.682462,2.700996E-05
5.682981,2.703409E-05
5.6835,2.70592E-05
5.684019,2.702796E-05
5.684538,2.701209E-05
5.685058,2.721273E-05
5.685577,2.751587E-05
5.686096,2.767724E-05
5.686615,2.771141E-05
5.687135,2.770799E-05
5.687654,2.76999E-05
5.688173,2.769242E-05
5.688693,2.769704E-05
5.689211,2.770628E-05
5.689731,2.772776E-05
5.69025,2.777795E-05
5.690769,2.779855E-05
5.691288,2.779681E-05
5.691808,2.782393E-05
5.692327,2.787739E-05
5.692846,2.794488E-05
5.693366,2.802435E-05
5.693885,2.810122E-05
5.694404,2.815149E-05
5.694923,2.817652E-05
5.695442,2.818933E-05
5.695961,2.818013E-05
5.696481,2.81347E-05
5.697,2.808119E-05
5.697519,2.805201E-05
5.698039,2.806678E-05
5.698558,2.813579E-05
5.699077,2.819976E-05
5.699596,2.822201E-05
5.700116,2.822036E-05
5.700634,2.821615E-05
5.701154,2.819095E-05
5.701673,2.813798E-05
5.702192,2.807438E-05
5.702712,2.802468E-05
5.703231,2.800922E-05
5.70375,2.801572E-05
5.704269,2.798084E-05
5.704789,2.790511E-05
5.705308,2.786415E-05
5.705827,2.784616E-05
5.706346,2.780997E-05
5.706865,2.770636E-05
5.707385,2.754994E-05
5.707904,2.743938E-05
5.708423,2.737855E-05
5.708942,2.730305E-05
5.709462,2.716527E-05
5.709981,2.706164E-05
5.7105,2.705718E-05
5.71102,2.699908E-05
5.711538,2.678581E-05
5.712058,2.655552E-05
5.712577,2.640475E-05
5.713096,2.632708E-05
5.713615,2.631752E-05
5.714135,2.635405E-05
5.714654,2.639624E-05
5.715173,2.644147E-05
5.715693,2.647419E-05
5.716212,2.648277E-05
5.716731,2.648454E-05
5.71725,2.648471E-05
5.717769,2.649245E-05
5.718288,2.650693E-05
5.718808,2.651463E-05
5.719327,2.651426E-05
5.719846,2.651702E-05
5.720366,2.652608E-05
5.720885,2.65264E-05
5.721404,2.650693E-05
5.721923,2.649467E-05
5.722442,2.649513E-05
5.722961,2.648382E-05
5.723481,2.647412E-05
5.724,2.647393E-05
5.724519,2.647502E-05
5.725039,2.645944E-05
5.725558,2.642321E-05
5.726077,2.639488E-05
5.726596,2.640042E-05
5.727116,2.643879E-05
5.727635,2.648928E-05
5.728154,2.654551E-05
5.728673,2.658899E-05
5.729192,2.657696E-05
5.729712,2.655598E-05
5.730231,2.659499E-05
5.73075,2.667823E-05
5.731269,2.67469E-05
5.731789,2.676432E-05
5.732308,2.675941E-05
5.732827,2.676939E-05
5.733346,2.677661E-05
5.733865,2.677346E-05
5.734385,2.677162E-05
5.734904,2.677119E-05
5.735423,2.675952E-05
5.735942,2.671501E-05
5.736462,2.663782E-05
5.736981,2.657195E-05
5.7375,2.651343E-05
5.738019,2.646142E-05
5.738539,2.645645E-05
5.739058,2.649407E-05
5.739577,2.65364E-05
5.740096,2.654527E-05
5.740615,2.645419E-05
5.741135,2.615292E-05
5.741654,2.575932E-05
5.742173,2.557382E-05
5.742692,2.555705E-05
5.743212,2.55533E-05
5.743731,2.554087E-05
5.74425,2.553853E-05
5.744769,2.553949E-05
5.745288,2.55473E-05
5.745808,2.559232E-05
5.746327,2.563239E-05
5.746846,2.564278E-05
5.747365,2.56464E-05
5.747885,2.5651E-05
5.748404,2.566809E-05
5.748923,2.569859E-05
5.749443,2.571872E-05
5.749961,2.571903E-05
5.750481,2.572374E-05
5.751,2.573354E-05
5.751519,2.573518E-05
5.752038,2.572636E-05
5.752558,2.571022E-05
5.753077,2.568744E-05
5.753596,2.566074E-05
5.754116,2.5646E-05
5.754635,2.564527E-05
5.755154,2.562898E-05
5.755673,2.559094E-05
5.756192,2.554479E-05
5.756711,2.550125E-05
5.757231,2.547453E-05
5.75775,2.545184E-05
5.758269,2.539105E-05
5.758789,2.525693E-05
5.759308,2.513276E-05
5.759827,2.508299E-05
5.760346,2.506258E-05
5.760866,2.504774E-05
5.761384,2.505579E-05
5.761904,2.50324E-05
5.762423,2.483717E-05
5.762942,2.447792E-05
5.763462,2.415743E-05
5.763981,2.402002E-05
5.7645,2.397218E-05
5.765019,2.393082E-05
5.765539,2.388152E-05
5.766058,2.384957E-05
5.766577,2.386513E-05
5.767096,2.394149E-05
5.767615,2.405104E-05
5.768135,2.412692E-05
5.768654,2.414477E-05
5.769173,2.413273E-05
5.769692,2.411245E-05
5.770212,2.409166E-05
5.770731,2.408349E-05
5.77125,2.409008E-05
5.77177,2.413346E-05
5.772288,2.423468E-05
5.772808,2.433216E-05
5.773327,2.435003E-05
5.773846,2.433023E-05
5.774365,2.431144E-05
5.774885,2.430025E-05
5.775404,2.429565E-05
5.775923,2.42835E-05
5.776443,2.42591E-05
5.776962,2.424214E-05
5.777481,2.427685E-05
5.778,2.43466E-05
5.778519,2.435717E-05
5.779038,2.43024E-05
5.779558,2.422698E-05
5.780077,2.420169E-05
5.780596,2.426063E-05
5.781116,2.432121E-05
5.781635,2.431443E-05
5.782154,2.43023E-05
5.782673,2.430544E-05
5.783192,2.428615E-05
5.783711,2.422824E-05
5.784231,2.412262E-05
5.78475,2.396915E-05
5.785269,2.379336E-05
5.785789,2.365708E-05
5.786308,2.356316E-05
5.786827,2.350492E-05
5.787346,2.349583E-05
5.787866,2.350417E-05
5.788385,2.349704E-05
5.788904,2.348203E-05
5.789423,2.347025E-05
5.789942,2.345212E-05
5.790462,2.343971E-05
5.790981,2.34572E-05
5.7915,2.350687E-05
5.792019,2.355391E-05
5.792539,2.358184E-05
5.793058,2.359461E-05
5.793577,2.358582E-05
5.794096,2.355433E-05
5.794615,2.352989E-05
5.795135,2.353895E-05
5.795654,2.357768E-05
5.796173,2.361208E-05
5.796692,2.3617E-05
5.797212,2.360384E-05
5.797731,2.359853E-05
5.79825,2.358802E-05
5.798769,2.356241E-05
5.799289,2.354584E-05
5.799808,2.35445E-05
5.800327,2.354847E-05
5.800846,2.354226E-05
5.801365,2.351034E-05
5.801885,2.345251E-05
5.802404,2.335891E-05
5.802923,2.325991E-05
5.803442,2.328879E-05
5.803962,2.344105E-05
5.804481,2.355526E-05
5.805,2.358027E-05
5.805519,2.358285E-05
5.806038,2.357255E-05
5.806558,2.355441E-05
5.807077,2.357418E-05
5.807596,2.362333E-05
5.808115,2.364546E-05
5.808635,2.364621E-05
5.809154,2.365327E-05
5.809673,2.365698E-05
5.810193,2.36521E-05
5.810711,2.363212E-05
5.811231,2.359396E-05
5.81175,2.35579E-05
5.812269,2.355426E-05
5.812788,2.356431E-05
5.813308,2.356601E-05
5.813827,2.356753E-05
5.814346,2.356931E-05
5.814866,2.355108E-05
5.815385,2.352614E-05
5.815904,2.35184E-05
5.816423,2.351608E-05
5.816942,2.351035E-05
5.817461,2.349358E-05
5.817981,2.348523E-05
5.8185,2.348468E-05
5.819019,2.340882E-05
5.819539,2.323219E-05
5.820058,2.310623E-05
5.820577,2.311165E-05
5.821096,2.317222E-05
5.821615,2.322232E-05
5.822134,2.320643E-05
5.822654,2.314368E-05
5.823173,2.310977E-05
5.823692,2.310644E-05
5.824212,2.311058E-05
5.824731,2.311136E-05
5.82525,2.309819E-05
5.825769,2.307497E-05
5.826289,2.30543E-05
5.826808,2.303844E-05
5.827327,2.30348E-05
5.827846,2.304369E-05
5.828365,2.304859E-05
5.828885,2.304649E-05
5.829404,2.304272E-05
5.829923,2.304231E-05
5.830442,2.302809E-05
5.830962,2.301694E-05
5.831481,2.302947E-05
5.832,2.304307E-05
5.83252,2.304077E-05
5.833038,2.302936E-05
5.833558,2.301956E-05
5.834077,2.301702E-05
5.834596,2.30144E-05
5.835115,2.301203E-05
5.835635,2.301231E-05
5.836154,2.300254E-05
5.836673,2.293093E-05
5.837193,2.288255E-05
5.837712,2.289349E-05
5.838231,2.287263E-05
5.83875,2.283429E-05
5.839269,2.282683E-05
5.839788,2.287024E-05
5.840308,2.290909E-05
5.840827,2.292189E-05
5.841346,2.291177E-05
5.841866,2.289116E-05
5.842385,2.289447E-05
5.842904,2.294563E-05
5.843423,2.303181E-05
5.843942,2.313677E-05
5.844461,2.324304E-05
5.844981,2.331133E-05
5.8455,2.332743E-05
5.846019,2.332774E-05
5.846539,2.332578E-05
5.847058,2.333959E-05
5.847577,2.337889E-05
5.848096,2.339612E-05
5.848616,2.337959E-05
5.849135,2.336261E-05
5.849654,2.33593E-05
5.850173,2.337109E-05
5.850692,2.338164E-05
5.851212,2.3379E-05
5.851731,2.337703E-05
5.85225,2.339223E-05
5.852769,2.34084E-05
5.853289,2.340265E-05
5.853808,2.339943E-05
5.854327,2.340559E-05
5.854846,2.340729E-05
5.855365,2.3409E-05
5.855885,2.342306E-05
5.856404,2.341761E-05
5.856923,2.338101E-05
5.857442,2.337021E-05
5.857962,2.336311E-05
5.858481,2.332135E-05
5.859,2.327683E-05
5.859519,2.325576E-05
5.860039,2.32545E-05
5.860558,2.326281E-05
5.861077,2.329771E-05
5.861596,2.337585E-05
5.862115,2.346838E-05
5.862635,2.352299E-05
5.863154,2.350308E-05
5.863673,2.344772E-05
5.864192,2.344672E-05
5.864712,2.345028E-05
5.865231,2.343391E-05
5.86575,2.34351E-05
5.866269,2.343496E-05
5.866788,2.342638E-05
5.867308,2.339727E-05
5.867827,2.337029E-05
5.868346,2.336082E-05
5.868865,2.335867E-05
5.869385,2.335642E-05
5.869904,2.335444E-05
5.870423,2.336301E-05
5.870943,2.340729E-05
5.871461,2.349379E-05
5.871981,2.359401E-05
5.8725,2.364894E-05
5.873019,2.364365E-05
5.873538,2.364731E-05
5.874058,2.369823E-05
5.874577,2.37534E-05
5.875096,2.37731E-05
5.875616,2.376152E-05
5.876135,2.375912E-05
5.876654,2.375619E-05
5.877173,2.369248E-05
5.877692,2.361392E-05
5.878211,2.359716E-05
5.878731,2.360947E-05
5.87925,2.360251E-05
5.879769,2.360282E-05
5.880289,2.35913E-05
5.880808,2.355119E-05
5.881327,2.35242E-05
5.881846,2.352587E-05
5.882365,2.352215E-05
5.882885,2.350242E-05
5.883404,2.348664E-05
5.883923,2.347821E-05
5.884442,2.346798E-05
5.884962,2.347082E-05
5.885481,2.352797E-05
5.886,2.361272E-05
5.886519,2.366887E-05
5.887039,2.368035E-05
5.887558,2.367269E-05
5.888077,2.369144E-05
5.888596,2.379304E-05
5.889115,2.393654E-05
5.889635,2.400618E-05
5.890154,2.399696E-05
5.890673,2.400452E-05
5.891192,2.407733E-05
5.891712,2.418327E-05
5.892231,2.428106E-05
5.89275,2.433936E-05
5.893269,2.433652E-05
5.893788,2.429663E-05
5.894308,2.428178E-05
5.894827,2.430885E-05
5.895346,2.433537E-05
5.895865,2.436986E-05
5.896385,2.435688E-05
5.896904,2.424445E-05
5.897423,2.417069E-05
5.897943,2.417287E-05
5.898462,2.414436E-05
5.898981,2.402678E-05
5.8995,2.39063E-05
5.900019,2.384637E-05
5.900538,2.382631E-05
5.901058,2.382079E-05
5.901577,2.382543E-05
5.902096,2.382742E-05
5.902616,2.382599E-05
5.903135,2.383033E-05
5.903654,2.38325E-05
5.904173,2.383214E-05
5.904692,2.383008E-05
5.905211,2.382895E-05
5.905731,2.383832E-05
5.90625,2.384313E-05
5.906769,2.385047E-05
5.907289,2.387127E-05
5.907808,2.389579E-05
5.908327,2.393326E-05
5.908846,2.39859E-05
5.909366,2.401049E-05
5.909884,2.398968E-05
5.910404,2.395479E-05
5.910923,2.394205E-05
5.911442,2.395661E-05
5.911962,2.398497E-05
5.912481,2.403043E-05
5.913,2.409769E-05
5.913519,2.420319E-05
5.914039,2.432141E-05
5.914558,2.436444E-05
5.915077,2.433534E-05
5.915596,2.430598E-05
5.916115,2.429862E-05
5.916635,2.430067E-05
5.917154,2.42955E-05
5.917673,2.429007E-05
5.918192,2.431124E-05
5.918712,2.43686E-05
5.919231,2.445913E-05
5.91975,2.456095E-05
5.920269,2.462657E-05
5.920789,2.46275E-05
