X[s],"R RECTUS FEMORIS: EMG 1->filter (FilterSlidingRMS33)"
5.6295,3.156821E-05
5.630019,3.157004E-05
5.630538,3.156718E-05
5.631058,3.157589E-05
5.631577,3.161122E-05
5.632096,3.166132E-05
5.632616,3.167228E-05
5.633135,3.164656E-05
5.633654,3.160007E-05
5.634173,3.154261E-05
5.634692,3.150605E-05
5.635211,3.150432E-05
5.635731,3.151222E-05
5.63625,3.150819E-05
5.636769,3.148899E-05
5.637289,3.146135E-05
5.637808,3.144231E-05
5.638327,3.143474E-05
5.638846,3.143326E-05
5.639366,3.141309E-05
5.639884,3.141714E-05
5.640404,3.149912E-05
5.640923,3.156203E-05
5.641442,3.159268E-05
5.641962,3.166716E-05
5.642481,3.176098E-05
5.643,3.182274E-05
5.643519,3.184322E-05
5.644039,3.184039E-05
5.644558,3.182011E-05
5.645077,3.181715E-05
5.645596,3.17908E-05
5.646115,3.167382E-05
5.646635,3.156753E-05
5.647154,3.154927E-05
5.647673,3.155602E-05
5.648192,3.155526E-05
5.648712,3.151631E-05
5.649231,3.143361E-05
5.64975,3.136357E-05
5.65027,3.134026E-05
5.650788,3.135761E-05
5.651308,3.143869E-05
5.651827,3.147991E-05
5.652346,3.143344E-05
5.652865,3.140661E-05
5.653385,3.142201E-05
5.653904,3.144043E-05
5.654423,3.144094E-05
5.654943,3.144839E-05
5.655462,3.146003E-05
5.655981,3.146837E-05
5.6565,3.148109E-05
5.657019,3.15023E-05
5.657538,3.151874E-05
5.658058,3.152203E-05
5.658577,3.151365E-05
5.659096,3.148056E-05
5.659616,3.143217E-05
5.660135,3.139977E-05
5.660654,3.139838E-05
5.661173,3.140493E-05
5.661692,3.140904E-05
5.662211,3.141295E-05
5.662731,3.141455E-05
5.66325,3.141303E-05
5.663769,3.141303E-05
5.664289,3.139563E-05
5.664808,3.135321E-05
5.665327,3.130914E-05
5.665846,3.127039E-05
5.666366,3.124656E-05
5.666885,3.124458E-05
5.667404,3.12401E-05
5.667923,3.121926E-05
5.668442,3.120165E-05
5.668962,3.1205E-05
5.669481,3.121343E-05
5.67,3.120444E-05
5.670519,3.1203E-05
5.671039,3.120026E-05
5.671558,3.119681E-05
5.672077,3.119999E-05
5.672596,3.121053E-05
5.673115,3.117823E-05
5.673635,3.107645E-05
5.674154,3.099891E-05
5.674673,3.096594E-05
5.675192,3.094723E-05
5.675712,3.095426E-05
5.676231,3.099572E-05
5.67675,3.105021E-05
5.677269,3.104835E-05
5.677789,3.096694E-05
5.678308,3.088225E-05
5.678827,3.084952E-05
5.679346,3.085541E-05
5.679865,3.084356E-05
5.680385,3.080716E-05
5.680904,3.078256E-05
5.681423,3.077267E-05
5.681942,3.076086E-05
5.682462,3.074771E-05
5.682981,3.074241E-05
5.6835,3.074343E-05
5.684019,3.074349E-05
5.684538,3.074071E-05
5.685058,3.073773E-05
5.685577,3.073602E-05
5.686096,3.073597E-05
5.686615,3.073592E-05
5.687135,3.074205E-05
5.687654,3.076281E-05
5.688173,3.078015E-05
5.688693,3.070282E-05
5.689211,3.050128E-05
5.689731,3.025016E-05
5.69025,3.005884E-05
5.690769,3.001616E-05
5.691288,3.005193E-05
5.691808,3.00609E-05
5.692327,3.005003E-05
5.692846,3.003657E-05
5.693366,2.999851E-05
5.693885,2.995631E-05
5.694404,2.996405E-05
5.694923,2.999674E-05
5.695442,2.998617E-05
5.695961,2.990499E-05
5.696481,2.981605E-05
5.697,2.980121E-05
5.697519,2.978463E-05
5.698039,2.971343E-05
5.698558,2.966661E-05
5.699077,2.968559E-05
5.699596,2.974577E-05
5.700116,2.983875E-05
5.700634,2.995836E-05
5.701154,3.011611E-05
5.701673,3.030816E-05
5.702192,3.047051E-05
5.702712,3.0536E-05
5.703231,3.053497E-05
5.70375,3.054841E-05
5.704269,3.0567E-05
5.704789,3.05443E-05
5.705308,3.052773E-05
5.705827,3.054449E-05
5.706346,3.054323E-05
5.706865,3.049476E-05
5.707385,3.04501E-05
5.707904,3.04509E-05
5.708423,3.047449E-05
5.708942,3.051159E-05
5.709462,3.048144E-05
5.709981,3.04022E-05
5.7105,3.035781E-05
5.71102,3.034275E-05
5.711538,3.032165E-05
5.712058,3.025859E-05
5.712577,3.015747E-05
5.713096,3.008088E-05
5.713615,3.004789E-05
5.714135,3.005343E-05
5.714654,3.009542E-05
5.715173,3.013402E-05
5.715693,3.014493E-05
5.716212,3.014345E-05
5.716731,3.014061E-05
5.71725,3.014121E-05
5.717769,3.014172E-05
5.718288,3.013122E-05
5.718808,3.013434E-05
5.719327,3.014718E-05
5.719846,3.014883E-05
5.720366,3.014883E-05
5.720885,3.014019E-05
5.721404,3.011573E-05
5.721923,3.010341E-05
5.722442,3.012576E-05
5.722961,3.013689E-05
5.723481,3.012652E-05
5.724,3.009837E-05
5.724519,3.007993E-05
5.725039,3.008304E-05
5.725558,3.00401E-05
5.726077,2.995575E-05
5.726596,2.990693E-05
5.727116,2.988829E-05
5.727635,2.988061E-05
5.728154,2.988488E-05
5.728673,2.98867E-05
5.729192,2.989165E-05
5.729712,2.991285E-05
5.730231,2.992729E-05
5.73075,2.992677E-05
5.731269,2.986133E-05
5.731789,2.978269E-05
5.732308,2.980413E-05
5.732827,2.989808E-05
5.733346,3.000977E-05
5.733865,3.00979E-05
5.734385,3.015247E-05
5.734904,3.015647E-05
5.735423,3.012534E-05
5.735942,3.011472E-05
5.736462,3.012231E-05
5.736981,3.013767E-05
5.7375,3.01667E-05
5.738019,3.020786E-05
5.738539,3.023587E-05
5.739058,3.025152E-05
5.739577,3.026853E-05
5.740096,3.029262E-05
5.740615,3.02882E-05
5.741135,3.022655E-05
5.741654,3.013029E-05
5.742173,3.005992E-05
5.742692,3.007662E-05
5.743212,3.015417E-05
5.743731,3.022223E-05
5.74425,3.02547E-05
5.744769,3.025405E-05
5.745288,3.024749E-05
5.745808,3.024856E-05
5.746327,3.025209E-05
5.746846,3.025555E-05
5.747365,3.025747E-05
5.747885,3.025719E-05
5.748404,3.025719E-05
5.748923,3.025278E-05
5.749443,3.024448E-05
5.749961,3.022735E-05
5.750481,3.017268E-05
5.751,3.007026E-05
5.751519,2.997548E-05
5.752038,2.994725E-05
5.752558,3.001251E-05
5.753077,3.013352E-05
5.753596,3.020034E-05
5.754116,3.01733E-05
5.754635,3.011267E-05
5.755154,3.010641E-05
5.755673,3.010971E-05
5.756192,3.011535E-05
5.756711,3.013027E-05
5.757231,3.016063E-05
5.75775,3.016466E-05
5.758269,3.01152E-05
5.758789,3.004494E-05
5.759308,2.996729E-05
5.759827,2.990068E-05
5.760346,2.987132E-05
5.760866,2.986803E-05
5.761384,2.986786E-05
5.761904,2.987022E-05
5.762423,2.988626E-05
5.762942,2.994867E-05
5.763462,3.006271E-05
5.763981,3.016574E-05
5.7645,3.021662E-05
5.765019,3.020937E-05
5.765539,3.019016E-05
5.766058,3.017695E-05
5.766577,3.017339E-05
5.767096,3.0191E-05
5.767615,3.023486E-05
5.768135,3.02855E-05
5.768654,3.032698E-05
5.769173,3.034839E-05
5.769692,3.035893E-05
5.770212,3.036816E-05
5.770731,3.037096E-05
5.77125,3.037134E-05
5.77177,3.037279E-05
5.772288,3.037314E-05
5.772808,3.037761E-05
5.773327,3.037694E-05
5.773846,3.037663E-05
5.774365,3.037698E-05
5.774885,3.037951E-05
5.775404,3.040235E-05
5.775923,3.043979E-05
5.776443,3.047268E-05
5.776962,3.051054E-05
5.777481,3.057644E-05
5.778,3.067557E-05
5.778519,3.078652E-05
5.779038,3.08663E-05
5.779558,3.089201E-05
5.780077,3.086993E-05
5.780596,3.082432E-05
5.781116,3.079675E-05
5.781635,3.079675E-05
5.782154,3.081251E-05
5.782673,3.086712E-05
5.783192,3.100828E-05
5.783711,3.114784E-05
5.784231,3.117893E-05
5.78475,3.116486E-05
5.785269,3.115861E-05
5.785789,3.11611E-05
5.786308,3.116504E-05
5.786827,3.117293E-05
5.787346,3.119923E-05
5.787866,3.12445E-05
5.788385,3.128416E-05
5.788904,3.130568E-05
5.789423,3.131873E-05
5.789942,3.131785E-05
5.790462,3.131897E-05
5.790981,3.132981E-05
5.7915,3.132888E-05
5.792019,3.128232E-05
5.792539,3.114702E-05
5.793058,3.097552E-05
5.793577,3.090755E-05
5.794096,3.095595E-05
5.794615,3.102073E-05
5.795135,3.105843E-05
5.795654,3.105656E-05
5.796173,3.09159E-05
5.796692,3.063469E-05
5.797212,3.039833E-05
5.797731,3.032298E-05
5.79825,3.032645E-05
5.798769,3.032231E-05
5.799289,3.031395E-05
5.799808,3.029937E-05
5.800327,3.021841E-05
5.800846,3.009104E-05
5.801365,3.000638E-05
5.801885,2.997179E-05
5.802404,2.997582E-05
5.802923,3.000119E-05
5.803442,3.002886E-05
5.803962,3.004131E-05
5.804481,3.003902E-05
5.805,3.003106E-05
5.805519,3.001158E-05
5.806038,2.99774E-05
5.806558,2.994587E-05
5.807077,2.99296E-05
5.807596,2.993321E-05
5.808115,2.994843E-05
5.808635,2.996047E-05
5.809154,2.996277E-05
5.809673,2.994678E-05
5.810193,2.989883E-05
5.810711,2.983009E-05
5.811231,2.974444E-05
5.81175,2.963308E-05
5.812269,2.953015E-05
5.812788,2.943001E-05
5.813308,2.931707E-05
5.813827,2.919349E-05
5.814346,2.910154E-05
5.814866,2.910302E-05
5.815385,2.915765E-05
5.815904,2.918253E-05
5.816423,2.917954E-05
5.816942,2.91766E-05
5.817461,2.917655E-05
5.817981,2.91769E-05
5.8185,2.917218E-05
5.819019,2.914233E-05
5.819539,2.90874E-05
5.820058,2.902399E-05
5.820577,2.898412E-05
5.821096,2.896873E-05
5.821615,2.896873E-05
5.822134,2.895839E-05
5.822654,2.894878E-05
5.823173,2.895623E-05
5.823692,2.896559E-05
5.824212,2.896394E-05
5.824731,2.896191E-05
5.82525,2.896814E-05
5.825769,2.896606E-05
5.826289,2.894885E-05
5.826808,2.893918E-05
5.827327,2.897623E-05
5.827846,2.908029E-05
5.828365,2.92012E-05
5.828885,2.926319E-05
5.829404,2.925575E-05
5.829923,2.925406E-05
5.830442,2.93546E-05
5.830962,2.956686E-05
5.831481,2.974898E-05
5.832,2.974746E-05
5.83252,2.960942E-05
5.833038,2.95166E-05
5.833558,2.952353E-05
5.834077,2.95592E-05
5.834596,2.955595E-05
5.835115,2.951002E-05
5.835635,2.946162E-05
5.836154,2.944469E-05
5.836673,2.945632E-05
5.837193,2.948784E-05
5.837712,2.95798E-05
5.838231,2.971796E-05
5.83875,2.980499E-05
5.839269,2.981294E-05
5.839788,2.979874E-05
5.840308,2.98123E-05
5.840827,2.983774E-05
5.841346,2.985201E-05
5.841866,2.985546E-05
5.842385,2.984947E-05
5.842904,2.982411E-05
5.843423,2.977141E-05
5.843942,2.970081E-05
5.844461,2.964038E-05
5.844981,2.963571E-05
5.8455,2.972877E-05
5.846019,2.986492E-05
5.846539,2.999387E-05
5.847058,3.013255E-05
5.847577,3.025662E-05
5.848096,3.031685E-05
5.848616,3.03255E-05
5.849135,3.032242E-05
5.849654,3.031607E-05
5.850173,3.03146E-05
5.850692,3.031209E-05
5.851212,3.030548E-05
5.851731,3.030752E-05
5.85225,3.029988E-05
5.852769,3.027927E-05
5.853289,3.025957E-05
5.853808,3.025623E-05
5.854327,3.028013E-05
5.854846,3.030678E-05
5.855365,3.034093E-05
5.855885,3.037901E-05
5.856404,3.041083E-05
5.856923,3.041604E-05
5.857442,3.038566E-05
5.857962,3.034641E-05
5.858481,3.03168E-05
5.859,3.02861E-05
5.859519,3.022755E-05
5.860039,3.015943E-05
5.860558,3.014452E-05
5.861077,3.017191E-05
5.861596,3.018548E-05
5.862115,3.016914E-05
5.862635,3.014005E-05
5.863154,3.010783E-05
5.863673,3.008098E-05
5.864192,3.007225E-05
5.864712,3.007832E-05
5.865231,3.007657E-05
5.86575,3.006178E-05
5.866269,3.003897E-05
5.866788,3.003138E-05
5.867308,3.004174E-05
5.867827,3.004823E-05
5.868346,3.005277E-05
5.868865,3.006136E-05
5.869385,3.006191E-05
5.869904,3.005716E-05
5.870423,3.006075E-05
5.870943,3.008969E-05
5.871461,3.010741E-05
5.871981,3.005957E-05
5.8725,2.997506E-05
5.873019,2.990709E-05
5.873538,2.988969E-05
5.874058,2.991813E-05
5.874577,2.994159E-05
5.875096,2.992677E-05
5.875616,2.985164E-05
5.876135,2.978147E-05
5.876654,2.972364E-05
5.877173,2.96494E-05
5.877692,2.957499E-05
5.878211,2.950602E-05
5.878731,2.94564E-05
5.87925,2.942791E-05
5.879769,2.941542E-05
5.880289,2.941545E-05
5.880808,2.940562E-05
5.881327,2.93668E-05
5.881846,2.930692E-05
5.882365,2.924638E-05
5.882885,2.91937E-05
5.883404,2.915941E-05
5.883923,2.915132E-05
5.884442,2.915123E-05
5.884962,2.915141E-05
5.885481,2.916203E-05
5.886,2.919463E-05
5.886519,2.922797E-05
5.887039,2.925568E-05
5.887558,2.927066E-05
5.888077,2.926802E-05
5.888596,2.925007E-05
5.889115,2.924831E-05
5.889635,2.921444E-05
5.890154,2.90772E-05
5.890673,2.892977E-05
5.891192,2.882332E-05
5.891712,2.871374E-05
5.892231,2.860484E-05
5.89275,2.856009E-05
5.893269,2.859111E-05
5.893788,2.864679E-05
5.894308,2.869204E-05
5.894827,2.873876E-05
5.895346,2.878876E-05
5.895865,2.8803E-05
5.896385,2.876079E-05
5.896904,2.870228E-05
5.897423,2.867847E-05
5.897943,2.867785E-05
5.898462,2.86773E-05
5.898981,2.868484E-05
5.8995,2.871485E-05
5.900019,2.877699E-05
5.900538,2.883295E-05
5.901058,2.880765E-05
5.901577,2.879314E-05
5.902096,2.887817E-05
5.902616,2.897675E-05
5.903135,2.901114E-05
5.903654,2.899813E-05
5.904173,2.900078E-05
5.904692,2.901686E-05
5.905211,2.904188E-05
5.905731,2.908995E-05
5.90625,2.915367E-05
5.906769,2.919759E-05
5.907289,2.921552E-05
5.907808,2.923937E-05
5.908327,2.928477E-05
5.908846,2.936499E-05
5.909366,2.948578E-05
5.909884,2.958324E-05
5.910404,2.960953E-05
5.910923,2.960797E-05
5.911442,2.960653E-05
5.911962,2.960307E-05
5.912481,2.960687E-05
5.913,2.964863E-05
5.913519,2.970756E-05
5.914039,2.973222E-05
5.914558,2.968289E-05
5.915077,2.957987E-05
5.915596,2.94869E-05
5.916115,2.945564E-05
5.916635,2.945562E-05
5.917154,2.945449E-05
5.917673,2.946523E-05
5.918192,2.950778E-05
5.918712,2.960674E-05
5.919231,2.976658E-05
5.91975,2.992513E-05
5.920269,3.001863E-05
5.920789,3.007284E-05
5.921308,3.010905E-05
5.921827,3.012808E-05
5.922346,3.012571E-05
5.922865,3.0116E-05
5.923385,3.011366E-05
5.923904,3.012299E-05
5.924423,3.012415E-05
5.924942,3.014537E-05
5.925462,3.020232E-05
5.925981,3.019038E-05
5.9265,3.014101E-05
5.927019,3.01079E-05
5.927538,3.008632E-05
5.928058,3.006412E-05
5.928577,3.005084E-05
5.929096,3.005034E-05
5.929615,3.005099E-05
5.930135,3.004431E-05
5.930654,3.003079E-05
5.931173,3.00187E-05
5.931693,3.00098E-05
5.932211,3.000481E-05
5.932731,3.000448E-05
5.93325,3.000855E-05
5.933769,3.002545E-05
5.934289,3.004995E-05
5.934808,3.009088E-05
5.935327,3.016013E-05
5.935846,3.023294E-05
5.936366,3.029128E-05
5.936885,3.033658E-05
5.937404,3.034666E-05
5.937923,3.030552E-05
5.938442,3.027049E-05
5.938962,3.026434E-05
5.939481,3.026242E-05
5.94,3.024651E-05
5.940519,3.021735E-05
5.941039,3.019533E-05
5.941558,3.021417E-05
5.942077,3.02556E-05
5.942596,3.028455E-05
5.943115,3.02924E-05
5.943635,3.027662E-05
5.944154,3.024257E-05
5.944673,3.021033E-05
5.945192,3.018658E-05
5.945712,3.016927E-05
5.946231,3.018308E-05
5.94675,3.025321E-05
5.947269,3.035092E-05
5.947789,3.04304E-05
5.948308,3.04676E-05
5.948827,3.044816E-05
5.949346,3.039957E-05
5.949865,3.035166E-05
5.950385,3.025673E-05
5.950904,3.009774E-05
5.951423,2.989451E-05
5.951942,2.973132E-05
5.952462,2.969035E-05
5.952981,2.974087E-05
5.9535,2.977944E-05
5.954019,2.976413E-05
5.954538,2.971293E-05
5.955058,2.965409E-05
5.955577,2.960752E-05
5.956096,2.958855E-05
5.956615,2.958758E-05
5.957135,2.958483E-05
5.957654,2.957359E-05
5.958173,2.954677E-05
5.958693,2.949411E-05
5.959212,2.946369E-05
5.959731,2.946262E-05
5.96025,2.947032E-05
5.960769,2.951684E-05
5.961288,2.958605E-05
5.961808,2.963807E-05
5.962327,2.965823E-05
5.962846,2.964041E-05
5.963366,2.958936E-05
5.963885,2.952181E-05
5.964404,2.945071E-05
5.964923,2.940393E-05
5.965442,2.939454E-05
5.965961,2.940345E-05
5.966481,2.942733E-05
5.967,2.950879E-05
5.967519,2.968373E-05
5.968039,2.990174E-05
5.968558,3.0073E-05
5.969077,3.014491E-05
5.969596,3.016065E-05
5.970116,3.015641E-05
5.970634,3.014214E-05
5.971154,3.013468E-05
5.971673,3.016145E-05
5.972192,3.022583E-05
5.972712,3.029117E-05
5.973231,3.032042E-05
5.97375,3.032944E-05
5.974269,3.033558E-05
5.974789,3.037328E-05
5.975308,3.044192E-05
5.975827,3.050138E-05
5.976346,3.053353E-05
5.976865,3.054254E-05
5.977385,3.053833E-05
5.977904,3.052669E-05
5.978423,3.052657E-05
5.978942,3.052844E-05
5.979462,3.052102E-05
5.979981,3.055265E-05
5.9805,3.066918E-05
5.981019,3.085155E-05
5.981538,3.099889E-05
5.982058,3.101771E-05
5.982577,3.093025E-05
5.983096,3.082908E-05
5.983615,3.074963E-05
5.984135,3.069678E-05
5.984654,3.072818E-05
5.985173,3.092465E-05
5.985693,3.118267E-05
5.986212,3.133293E-05
5.986731,3.13681E-05
5.98725,3.134865E-05
5.987769,3.130898E-05
5.988288,3.128639E-05
5.988808,3.128565E-05
5.989327,3.130317E-05
5.989846,3.131654E-05
5.990366,3.13208E-05
5.990885,3.133386E-05
5.991404,3.133452E-05
5.991923,3.129984E-05
5.992443,3.123668E-05
5.992961,3.117791E-05
5.993481,3.114112E-05
5.994,3.114112E-05
5.994519,3.118961E-05
5.995039,3.126636E-05
5.995558,3.134839E-05
5.996077,3.141581E-05
5.996596,3.145744E-05
5.997116,3.147135E-05
5.997635,3.147346E-05
5.998154,3.147402E-05
5.998673,3.147599E-05
5.999192,3.147418E-05
5.999712,3.146514E-05
6.000231,3.146775E-05
6.00075,3.147485E-05
6.001269,3.148176E-05
6.001789,3.150488E-05
6.002308,3.153252E-05
6.002827,3.153385E-05
6.003346,3.153501E-05
6.003865,3.153212E-05
6.004385,3.15183E-05
6.004904,3.151184E-05
6.005423,3.153555E-05
6.005942,3.159296E-05
6.006462,3.163672E-05
6.006981,3.162265E-05
6.0075,3.159883E-05
6.008019,3.159361E-05
6.008539,3.158946E-05
6.009058,3.158258E-05
6.009577,3.158599E-05
6.010096,3.16372E-05
6.010615,3.179468E-05
6.011135,3.206511E-05
6.011654,3.237189E-05
6.012173,3.257055E-05
6.012692,3.261005E-05
6.013212,3.254428E-05
6.013731,3.246524E-05
6.01425,3.243544E-05
6.014769,3.245367E-05
6.015288,3.245626E-05
6.015808,3.242864E-05
6.016327,3.238989E-05
6.016846,3.235799E-05
6.017365,3.236343E-05
6.017885,3.23946E-05
6.018404,3.239732E-05
6.018923,3.238155E-05
6.019443,3.237874E-05
6.019962,3.24027E-05
6.020481,3.243942E-05
6.021,3.246295E-05
6.021519,3.247007E-05
6.022038,3.247589E-05
6.022558,3.247495E-05
6.023077,3.247092E-05
6.023596,3.248012E-05
6.024116,3.24972E-05
6.024635,3.248826E-05
6.025154,3.242823E-05
6.025673,3.238173E-05
6.026192,3.240795E-05
6.026711,3.246714E-05
6.027231,3.250595E-05
6.02775,3.251204E-05
6.028269,3.249018E-05
6.028789,3.246031E-05
6.029308,3.245352E-05
6.029827,3.248136E-05
6.030346,3.254502E-05
6.030866,3.263231E-05
6.031384,3.269062E-05
6.031904,3.269116E-05
6.032423,3.2636E-05
6.032942,3.250245E-05
6.033462,3.237854E-05
6.033981,3.234928E-05
6.0345,3.235257E-05
6.035019,3.235701E-05
6.035539,3.236365E-05
6.036058,3.237908E-05
6.036577,3.239825E-05
6.037096,3.239996E-05
6.037615,3.237909E-05
6.038135,3.233343E-05
6.038654,3.227684E-05
6.039173,3.223532E-05
6.039692,3.222565E-05
6.040212,3.222998E-05
6.040731,3.222485E-05
6.04125,3.220074E-05
6.04177,3.215511E-05
6.042288,3.208537E-05
6.042808,3.199287E-05
6.043327,3.18901E-05
6.043846,3.180889E-05
6.044365,3.17661E-05
6.044885,3.174707E-05
6.045404,3.173929E-05
6.045923,3.174076E-05
6.046443,3.177201E-05
6.046962,3.187726E-05
6.047481,3.199006E-05
6.048,3.202718E-05
6.048519,3.203424E-05
6.049038,3.20279E-05
6.049558,3.202891E-05
6.050077,3.205709E-05
6.050596,3.207373E-05
6.051116,3.207362E-05
6.051635,3.207087E-05
6.052154,3.203561E-05
6.052673,3.198838E-05
6.053193,3.196093E-05
6.053711,3.195764E-05
6.054231,3.19753E-05
6.05475,3.198106E-05
6.055269,3.19726E-05
6.055789,3.197122E-05
6.056308,3.197043E-05
6.056827,3.19628E-05
6.057346,3.194777E-05
6.057866,3.19392E-05
6.058385,3.194204E-05
6.058904,3.195269E-05
6.059423,3.199092E-05
6.059942,3.211533E-05
6.060462,3.231051E-05
6.060981,3.247152E-05
6.0615,3.255213E-05
6.062019,3.256497E-05
6.062539,3.257061E-05
6.063058,3.261463E-05
6.063577,3.265642E-05
6.064096,3.261949E-05
6.064615,3.250935E-05
6.065135,3.24105E-05
6.065654,3.237671E-05
6.066173,3.238298E-05
6.066692,3.239022E-05
6.067212,3.239088E-05
6.067731,3.239058E-05
6.06825,3.239004E-05
6.068769,3.239106E-05
6.069289,3.239687E-05
6.069808,3.241365E-05
6.070327,3.243121E-05
6.070846,3.244038E-05
6.071365,3.244479E-05
6.071885,3.244642E-05
6.072404,3.244135E-05
6.072923,3.24326E-05
6.073442,3.242423E-05
6.073962,3.241715E-05
6.074481,3.241175E-05
6.075,3.242547E-05
6.075519,3.245504E-05
6.076038,3.246923E-05
6.076558,3.244002E-05
6.077077,3.237503E-05
6.077596,3.228898E-05
6.078115,3.220556E-05
6.078635,3.215003E-05
6.079154,3.214089E-05
6.079673,3.213247E-05
6.080193,3.204019E-05
6.080712,3.18373E-05
6.081231,3.161739E-05
6.08175,3.148107E-05
6.082269,3.146761E-05
6.082788,3.149873E-05
6.083308,3.152094E-05
6.083827,3.162211E-05
6.084346,3.186483E-05
6.084866,3.206859E-05
6.085385,3.213209E-05
6.085904,3.213284E-05
6.086423,3.212223E-05
6.086942,3.208925E-05
6.087461,3.200505E-05
6.087981,3.189858E-05
6.0885,3.18567E-05
6.089019,3.187425E-05
6.089539,3.189071E-05
6.090058,3.188441E-05
6.090577,3.186633E-05
6.091096,3.184856E-05
6.091616,3.184878E-05
6.092134,3.186175E-05
6.092654,3.18772E-05
6.093173,3.188417E-05
6.093692,3.188021E-05
6.094212,3.18751E-05
6.094731,3.184815E-05
6.09525,3.175072E-05
6.095769,3.161363E-05
6.096289,3.147368E-05
6.096808,3.131981E-05
6.097327,3.118561E-05
6.097846,3.111931E-05
6.098365,3.111169E-05
6.098885,3.111933E-05
6.099404,3.111913E-05
6.099923,3.110516E-05
6.100442,3.109044E-05
6.100962,3.108824E-05
6.101481,3.111162E-05
6.102,3.117392E-05
6.10252,3.124535E-05
6.103038,3.129354E-05
6.103558,3.129586E-05
6.104077,3.12412E-05
6.104596,3.11764E-05
6.105115,3.113734E-05
6.105635,3.112248E-05
6.106154,3.110846E-05
6.106673,3.109559E-05
6.107193,3.110525E-05
6.107712,3.111E-05
6.108231,3.110715E-05
6.10875,3.112281E-05
6.109269,3.116269E-05
6.109788,3.118575E-05
6.110308,3.115734E-05
6.110827,3.112095E-05
6.111346,3.112399E-05
6.111866,3.116489E-05
6.112385,3.12233E-05
6.112904,3.127448E-05
6.113423,3.131027E-05
6.113942,3.13476E-05
6.114461,3.139509E-05
6.114981,3.143295E-05
6.1155,3.144381E-05
6.116019,3.143698E-05
6.116539,3.14229E-05
6.117058,3.14232E-05
6.117577,3.144631E-05
6.118096,3.146376E-05
6.118616,3.145954E-05
6.119135,3.146179E-05
6.119654,3.147799E-05
6.120173,3.14871E-05
6.120692,3.146009E-05
6.121212,3.142763E-05
6.121731,3.142586E-05
6.12225,3.143696E-05
6.122769,3.14595E-05
6.123289,3.148809E-05
6.123808,3.150725E-05
6.124327,3.153222E-05
6.124846,3.15574E-05
6.125365,3.154753E-05
6.125885,3.144569E-05
6.126404,3.128675E-05
6.126923,3.117904E-05
6.127442,3.11387E-05
6.127962,3.11316E-05
6.128481,3.115114E-05
6.129,3.122249E-05
6.129519,3.133482E-05
6.130039,3.144376E-05
6.130558,3.154072E-05
6.131077,3.163132E-05
6.131596,3.170647E-05
6.132115,3.176232E-05
6.132635,3.17976E-05
6.133154,3.181284E-05
6.133673,3.181715E-05
6.134192,3.181586E-05
6.134712,3.180858E-05
6.135231,3.179293E-05
6.13575,3.177557E-05
6.136269,3.176082E-05
6.136788,3.174605E-05
6.137308,3.173815E-05
6.137827,3.174403E-05
6.138346,3.17651E-05
6.138865,3.178446E-05
6.139385,3.17907E-05
6.139904,3.179041E-05
6.140423,3.180464E-05
6.140943,3.18466E-05
6.141461,3.191164E-05
6.141981,3.198893E-05
6.1425,3.205261E-05
6.143019,3.20891E-05
6.143538,3.211744E-05
6.144058,3.215386E-05
6.144577,3.21686E-05
6.145096,3.214326E-05
6.145616,3.212468E-05
6.146135,3.212369E-05
6.146654,3.212404E-05
6.147173,3.212693E-05
6.147692,3.21279E-05
6.148211,3.212857E-05
6.148731,3.212463E-05
6.14925,3.209879E-05
6.149769,3.204321E-05
6.150289,3.197239E-05
6.150808,3.190856E-05
6.151327,3.184042E-05
6.151846,3.174932E-05
6.152366,3.165839E-05
6.152884,3.160926E-05
6.153404,3.160547E-05
6.153923,3.160547E-05
6.154442,3.158338E-05
6.154962,3.155227E-05
6.155481,3.15142E-05
6.156,3.146215E-05
6.156519,3.143101E-05
6.157039,3.145059E-05
6.157558,3.149336E-05
6.158077,3.150429E-05
6.158596,3.145787E-05
6.159115,3.135488E-05
6.159635,3.125841E-05
6.160154,3.122151E-05
6.160673,3.121514E-05
6.161192,3.121238E-05
6.161712,3.121248E-05
6.162231,3.120756E-05
6.16275,3.116618E-05
6.16327,3.108794E-05
6.163788,3.101749E-05
6.164308,3.099192E-05
6.164827,3.101393E-05
6.165346,3.106632E-05
6.165865,3.111551E-05
6.166385,3.113982E-05
6.166904,3.113703E-05
6.167423,3.113053E-05
6.167943,3.111772E-05
6.168462,3.103215E-05
6.168981,3.087344E-05
6.1695,3.072297E-05
6.170019,3.062569E-05
6.170538,3.057005E-05
6.171058,3.054187E-05
6.171577,3.052545E-05
6.172096,3.051716E-05
6.172616,3.05186E-05
6.173135,3.053101E-05
6.173654,3.054804E-05
6.174173,3.057819E-05
6.174692,3.057995E-05
6.175211,3.052765E-05
6.175731,3.051099E-05
6.17625,3.052771E-05
6.176769,3.055852E-05
6.177289,3.059317E-05
6.177808,3.061557E-05
6.178327,3.06211E-05
6.178846,3.061527E-05
6.179366,3.06086E-05
6.179885,3.060832E-05
6.180404,3.060871E-05
6.180923,3.060416E-05
6.181442,3.060267E-05
6.181962,3.061079E-05
6.182481,3.06262E-05
6.183,3.063562E-05
6.183519,3.06322E-05
6.184039,3.062033E-05
6.184558,3.058994E-05
6.185077,3.05352E-05
6.185596,3.048502E-05
6.186115,3.046294E-05
6.186635,3.046474E-05
6.187154,3.049438E-05
