X[s],"L RECTUS FEMORIS: EMG 2->filter (FilterSlidingRMS45)"
6.128481,6.404004E-05
6.129,6.401265E-05
6.129519,6.395975E-05
6.130039,6.391983E-05
6.130558,6.392637E-05
6.131077,6.39323E-05
6.131596,6.388844E-05
6.132115,6.380946E-05
6.132635,6.372295E-05
6.133154,6.365651E-05
6.133673,6.36494E-05
6.134192,6.366616E-05
6.134712,6.36133E-05
6.135231,6.350126E-05
6.13575,6.339391E-05
6.136269,6.329762E-05
6.136788,6.321572E-05
6.137308,6.317748E-05
6.137827,6.318781E-05
6.138346,6.325047E-05
6.138865,6.336594E-05
6.139385,6.346055E-05
6.139904,6.34707E-05
6.140423,6.342668E-05
6.140943,6.340614E-05
6.141461,6.34606E-05
6.141981,6.357934E-05
6.1425,6.373374E-05
6.143019,6.392319E-05
6.143538,6.414478E-05
6.144058,6.43709E-05
6.144577,6.462119E-05
6.145096,6.490092E-05
6.145616,6.510446E-05
6.146135,6.512773E-05
6.146654,6.500067E-05
6.147173,6.478832E-05
6.147692,6.451314E-05
6.148211,6.427946E-05
6.148731,6.420479E-05
6.14925,6.433006E-05
6.149769,6.460923E-05
6.150289,6.499361E-05
6.150808,6.542669E-05
6.151327,6.579806E-05
6.151846,6.595734E-05
6.152366,6.584336E-05
6.152884,6.551561E-05
6.153404,6.509321E-05
6.153923,6.472635E-05
6.154442,6.454165E-05
6.154962,6.455374E-05
6.155481,6.471497E-05
6.156,6.494379E-05
6.156519,6.514696E-05
6.157039,6.5311E-05
6.157558,6.546072E-05
6.158077,6.562149E-05
6.158596,6.574277E-05
6.159115,6.576035E-05
6.159635,6.573622E-05
6.160154,6.573561E-05
6.160673,6.574309E-05
6.161192,6.574357E-05
6.161712,6.573721E-05
6.162231,6.571432E-05
6.16275,6.566365E-05
6.16327,6.559677E-05
6.163788,6.558488E-05
6.164308,6.567161E-05
6.164827,6.575693E-05
6.165346,6.578449E-05
6.165865,6.578857E-05
6.166385,6.579412E-05
6.166904,6.582037E-05
6.167423,6.587027E-05
6.167943,6.590479E-05
6.168462,6.590933E-05
6.168981,6.590084E-05
6.1695,6.589172E-05
6.170019,6.58901E-05
6.170538,6.589098E-05
6.171058,6.586009E-05
6.171577,6.577516E-05
6.172096,6.564736E-05
6.172616,6.548072E-05
6.173135,6.526109E-05
6.173654,6.502093E-05
6.174173,6.483654E-05
6.174692,6.473169E-05
6.175211,6.468219E-05
6.175731,6.466601E-05
6.17625,6.466695E-05
6.176769,6.468321E-05
6.177289,6.470497E-05
6.177808,6.470021E-05
6.178327,6.464558E-05
6.178846,6.448782E-05
6.179366,6.421187E-05
6.179885,6.386885E-05
6.180404,6.350774E-05
6.180923,6.318355E-05
6.181442,6.296393E-05
6.181962,6.286962E-05
6.182481,6.285518E-05
6.183,6.285432E-05
6.183519,6.283974E-05
6.184039,6.281408E-05
6.184558,6.276568E-05
6.185077,6.268253E-05
6.185596,6.257665E-05
6.186115,6.24937E-05
6.186635,6.247261E-05
6.187154,6.247566E-05
6.187673,6.245761E-05
6.188192,6.239436E-05
6.188712,6.22674E-05
6.189231,6.21228E-05
6.18975,6.206371E-05
6.190269,6.209192E-05
6.190789,6.213396E-05
6.191308,6.215193E-05
6.191827,6.215536E-05
6.192346,6.215533E-05
6.192865,6.215711E-05
6.193385,6.21674E-05
6.193904,6.219385E-05
6.194423,6.224262E-05
6.194942,6.230846E-05
6.195462,6.237828E-05
6.195981,6.245464E-05
6.1965,6.251412E-05
6.197019,6.252084E-05
6.197538,6.248329E-05
6.198058,6.244834E-05
6.198577,6.243963E-05
6.199096,6.244436E-05
6.199615,6.248373E-05
6.200135,6.265518E-05
6.200654,6.299192E-05
6.201173,6.335536E-05
6.201693,6.35461E-05
6.202211,6.355684E-05
6.202731,6.353893E-05
6.20325,6.361245E-05
6.203769,6.383233E-05
6.204288,6.422334E-05
6.204808,6.483177E-05
6.205327,6.568357E-05
6.205846,6.660337E-05
6.206366,6.732199E-05
6.206885,6.777999E-05
6.207404,6.80673E-05
6.207923,6.823496E-05
6.208442,6.829905E-05
6.208961,6.830394E-05
6.209481,6.829817E-05
6.21,6.829533E-05
6.210519,6.829648E-05
6.211039,6.831811E-05
6.211558,6.839366E-05
6.212077,6.850463E-05
6.212596,6.855821E-05
6.213116,6.851876E-05
6.213634,6.846921E-05
6.214154,6.848531E-05
6.214673,6.857172E-05
6.215192,6.869867E-05
6.215712,6.880928E-05
6.216231,6.886545E-05
6.21675,6.887252E-05
6.217269,6.887998E-05
6.217789,6.895164E-05
6.218308,6.912258E-05
6.218827,6.93481E-05
6.219346,6.955312E-05
6.219865,6.970106E-05
6.220385,6.978925E-05
6.220904,6.983599E-05
6.221423,6.98596E-05
6.221942,6.986771E-05
6.222462,6.985194E-05
6.222981,6.981369E-05
6.2235,6.979282E-05
6.22402,6.979125E-05
6.224538,6.97938E-05
6.225058,6.979723E-05
6.225577,6.979407E-05
6.226096,6.978575E-05
6.226615,6.978808E-05
6.227135,6.979865E-05
6.227654,6.978414E-05
6.228173,6.969759E-05
6.228693,6.956187E-05
6.229212,6.943323E-05
6.229731,6.933346E-05
6.23025,6.927355E-05
6.230769,6.926158E-05
6.231288,6.926015E-05
6.231808,6.920994E-05
6.232327,6.909463E-05
6.232846,6.893244E-05
6.233366,6.882625E-05
6.233885,6.890069E-05
6.234404,6.906105E-05
6.234923,6.914123E-05
6.235442,6.911835E-05
6.235961,6.907199E-05
6.236481,6.906026E-05
6.237,6.907415E-05
6.237519,6.910769E-05
6.238039,6.9162E-05
6.238558,6.922272E-05
6.239077,6.92789E-05
6.239596,6.930716E-05
6.240116,6.930442E-05
6.240635,6.929001E-05
6.241154,6.924089E-05
6.241673,6.914987E-05
6.242192,6.905934E-05
6.242712,6.897743E-05
6.243231,6.888958E-05
6.24375,6.882852E-05
6.244269,6.883851E-05
6.244789,6.888351E-05
6.245308,6.890398E-05
6.245827,6.889335E-05
6.246346,6.887964E-05
6.246865,6.890378E-05
6.247385,6.897864E-05
6.247904,6.909046E-05
6.248423,6.920144E-05
6.248942,6.928964E-05
6.249462,6.933843E-05
6.249981,6.931628E-05
6.2505,6.923165E-05
6.251019,6.911303E-05
6.251539,6.898193E-05
6.252058,6.887515E-05
6.252577,6.87949E-05
6.253096,6.87155E-05
6.253615,6.865032E-05
6.254135,6.861775E-05
6.254654,6.862763E-05
6.255173,6.868767E-05
6.255692,6.87711E-05
6.256212,6.882768E-05
6.256731,6.87923E-05
6.25725,6.864628E-05
6.257769,6.84765E-05
6.258288,6.835819E-05
6.258808,6.825486E-05
6.259327,6.811744E-05
6.259846,6.799541E-05
6.260365,6.793952E-05
6.260885,6.794275E-05
6.261404,6.799199E-05
6.261923,6.807953E-05
6.262443,6.817617E-05
6.262961,6.825627E-05
6.263481,6.832218E-05
6.264,6.83825E-05
6.264519,6.843844E-05
6.265038,6.848498E-05
6.265558,6.852568E-05
6.266077,6.85526E-05
6.266596,6.856202E-05
6.267116,6.856635E-05
6.267635,6.856673E-05
6.268154,6.857355E-05
6.268673,6.860537E-05
6.269192,6.864531E-05
6.269711,6.859971E-05
6.270231,6.839287E-05
6.27075,6.80758E-05
6.271269,6.778661E-05
6.271789,6.762251E-05
6.272308,6.760976E-05
6.272827,6.770654E-05
6.273346,6.784602E-05
6.273865,6.797004E-05
6.274384,6.79762E-05
6.274904,6.778349E-05
6.275423,6.747331E-05
6.275942,6.725918E-05
6.276462,6.731588E-05
6.276981,6.76514E-05
6.2775,6.810904E-05
6.278019,6.850744E-05
6.278539,6.872752E-05
6.279058,6.881559E-05
6.279577,6.888126E-05
6.280096,6.895125E-05
6.280615,6.900847E-05
6.281135,6.903723E-05
6.281654,6.902099E-05
6.282173,6.897297E-05
6.282692,6.893575E-05
6.283212,6.900615E-05
6.283731,6.924466E-05
6.28425,6.958056E-05
6.28477,6.991618E-05
6.285288,7.021309E-05
6.285808,7.043575E-05
6.286327,7.053693E-05
6.286846,7.055191E-05
6.287365,7.054985E-05
6.287885,7.055693E-05
6.288404,7.056283E-05
6.288923,7.057648E-05
6.289443,7.060078E-05
6.289962,7.059979E-05
6.290481,7.056082E-05
6.291,7.05503E-05
6.291519,7.062075E-05
6.292038,7.072904E-05
6.292558,7.081109E-05
6.293077,7.085564E-05
6.293596,7.088168E-05
6.294116,7.08992E-05
6.294635,7.090312E-05
6.295154,7.089921E-05
6.295673,7.08963E-05
6.296192,7.090206E-05
6.296711,7.090249E-05
6.297231,7.086799E-05
6.29775,7.081185E-05
6.298269,7.077911E-05
6.298789,7.078452E-05
6.299308,7.080864E-05
6.299827,7.083849E-05
6.300346,7.086773E-05
6.300866,7.089545E-05
6.301385,7.091978E-05
6.301904,7.093295E-05
6.302423,7.092782E-05
6.302942,7.091374E-05
6.303462,7.090647E-05
6.303981,7.090603E-05
6.3045,7.090542E-05
6.305019,7.090297E-05
6.305539,7.089798E-05
6.306058,7.0889E-05
6.306577,7.087705E-05
6.307096,7.087463E-05
6.307615,7.08761E-05
6.308135,7.087491E-05
6.308654,7.087472E-05
6.309173,7.088106E-05
6.309692,7.089584E-05
6.310212,7.092902E-05
6.310731,7.100482E-05
6.31125,7.113125E-05
6.311769,7.126453E-05
6.312289,7.134889E-05
6.312808,7.135286E-05
6.313327,7.134619E-05
6.313846,7.142824E-05
6.314365,7.160338E-05
6.314885,7.187237E-05
6.315404,7.228219E-05
6.315923,7.278748E-05
6.316442,7.31718E-05
6.316962,7.332927E-05
6.317481,7.336582E-05
6.318,7.337458E-05
6.318519,7.336912E-05
6.319038,7.3361E-05
6.319558,7.33599E-05
6.320077,7.337814E-05
6.320596,7.341961E-05
6.321115,7.346827E-05
6.321635,7.349204E-05
6.322154,7.34901E-05
6.322673,7.348721E-05
6.323193,7.348722E-05
6.323711,7.348553E-05
6.324231,7.34826E-05
6.32475,7.347199E-05
6.325269,7.344364E-05
6.325788,7.339881E-05
6.326308,7.335837E-05
6.326827,7.334381E-05
6.327346,7.335751E-05
6.327866,7.338725E-05
6.328385,7.344324E-05
6.328904,7.35393E-05
6.329423,7.365262E-05
6.329942,7.374178E-05
6.330462,7.380974E-05
6.330981,7.38828E-05
6.3315,7.394851E-05
6.332019,7.396485E-05
6.332539,7.395609E-05
6.333058,7.398558E-05
6.333577,7.409692E-05
6.334096,7.429819E-05
6.334615,7.455E-05
6.335135,7.479587E-05
6.335654,7.501798E-05
6.336173,7.524695E-05
6.336692,7.547079E-05
6.337212,7.560658E-05
6.337731,7.565186E-05
6.33825,7.565929E-05
6.338769,7.565473E-05
6.339289,7.564898E-05
6.339808,7.565756E-05
6.340327,7.568036E-05
6.340846,7.567943E-05
6.341365,7.564609E-05
6.341885,7.55808E-05
6.342404,7.546153E-05
6.342923,7.527496E-05
6.343442,7.506404E-05
6.343962,7.489129E-05
6.344481,7.479334E-05
6.345,7.478255E-05
6.34552,7.480663E-05
6.346038,7.482348E-05
6.346558,7.483256E-05
6.347077,7.484703E-05
6.347596,7.486936E-05
6.348115,7.488928E-05
6.348635,7.489158E-05
6.349154,7.488456E-05
6.349673,7.491034E-05
6.350193,7.497603E-05
6.350712,7.506075E-05
6.351231,7.514147E-05
6.35175,7.520887E-05
6.352269,7.525575E-05
6.352788,7.527335E-05
6.353308,7.52616E-05
6.353827,7.523868E-05
6.354346,7.522269E-05
6.354866,7.522062E-05
6.355385,7.524419E-05
6.355904,7.530346E-05
6.356423,7.537319E-05
6.356942,7.538348E-05
6.357461,7.525445E-05
6.357981,7.502384E-05
6.3585,7.483038E-05
6.359019,7.475024E-05
6.359539,7.476494E-05
6.360058,7.477633E-05
6.360577,7.469404E-05
6.361096,7.447047E-05
6.361616,7.413568E-05
6.362134,7.379621E-05
6.362654,7.350573E-05
6.363173,7.328743E-05
6.363692,7.315999E-05
6.364212,7.310927E-05
6.364731,7.310275E-05
6.36525,7.309764E-05
6.365769,7.305852E-05
6.366289,7.301616E-05
6.366808,7.300838E-05
6.367327,7.301989E-05
6.367846,7.300646E-05
6.368365,7.295397E-05
6.368885,7.289562E-05
6.369404,7.284602E-05
6.369923,7.2788E-05
6.370442,7.268924E-05
6.370962,7.252878E-05
6.371481,7.233823E-05
6.372,7.21948E-05
6.372519,7.217209E-05
6.373039,7.221689E-05
6.373558,7.224039E-05
6.374077,7.223069E-05
6.374596,7.222404E-05
6.375115,7.222094E-05
6.375635,7.221413E-05
6.376154,7.220823E-05
6.376673,7.220887E-05
6.377192,7.221643E-05
6.377712,7.223289E-05
6.378231,7.22576E-05
6.37875,7.228783E-05
6.379269,7.231803E-05
6.379788,7.232717E-05
6.380308,7.229627E-05
6.380827,7.225821E-05
6.381346,7.224593E-05
6.381866,7.22528E-05
6.382385,7.227172E-05
6.382904,7.231205E-05
6.383423,7.238363E-05
6.383943,7.247385E-05
6.384461,7.254745E-05
6.384981,7.257763E-05
6.3855,7.257109E-05
6.386019,7.255944E-05
6.386539,7.257297E-05
6.387058,7.263506E-05
6.387577,7.275137E-05
6.388096,7.289192E-05
6.388616,7.303203E-05
6.389135,7.319277E-05
6.389654,7.338429E-05
6.390173,7.356911E-05
6.390692,7.368007E-05
6.391212,7.365981E-05
6.391731,7.354582E-05
6.39225,7.340025E-05
6.392769,7.322887E-05
6.393289,7.302713E-05
6.393808,7.282094E-05
6.394327,7.26004E-05
6.394846,7.23472E-05
6.395365,7.213242E-05
6.395885,7.204719E-05
6.396404,7.205947E-05
6.396923,7.206982E-05
6.397442,7.202003E-05
6.397962,7.187611E-05
6.398481,7.164967E-05
6.399,7.137664E-05
6.399519,7.107362E-05
6.400039,7.072199E-05
6.400558,7.033166E-05
6.401077,6.996494E-05
6.401596,6.968764E-05
6.402115,6.951382E-05
6.402635,6.941418E-05
6.403154,6.936596E-05
6.403673,6.936787E-05
6.404192,6.936197E-05
6.404712,6.926967E-05
6.405231,6.906051E-05
6.40575,6.876769E-05
6.406269,6.846736E-05
6.406788,6.819469E-05
6.407308,6.794163E-05
6.407827,6.768764E-05
6.408346,6.748871E-05
6.408865,6.742196E-05
6.409385,6.743724E-05
6.409904,6.74555E-05
6.410423,6.747595E-05
6.410943,6.75152E-05
6.411462,6.756751E-05
6.411981,6.761563E-05
6.4125,6.764035E-05
6.413019,6.761371E-05
6.413538,6.751443E-05
6.414058,6.737248E-05
6.414577,6.728274E-05
6.415096,6.726942E-05
6.415616,6.72883E-05
6.416135,6.731028E-05
6.416654,6.72985E-05
6.417173,6.724182E-05
6.417692,6.72005E-05
6.418211,6.720232E-05
6.418731,6.721966E-05
6.41925,6.723262E-05
6.419769,6.723627E-05
6.420289,6.723634E-05
6.420808,6.723979E-05
6.421327,6.724999E-05
6.421846,6.726263E-05
6.422366,6.726517E-05
6.422884,6.725058E-05
6.423404,6.721312E-05
6.423923,6.714679E-05
6.424442,6.706682E-05
6.424962,6.700965E-05
6.425481,6.699757E-05
6.426,6.699689E-05
6.426519,6.697292E-05
6.427039,6.694011E-05
6.427558,6.692814E-05
6.428077,6.692806E-05
6.428596,6.692648E-05
6.429115,6.691695E-05
6.429635,6.690862E-05
6.430154,6.690732E-05
6.430673,6.690696E-05
6.431192,6.690499E-05
6.431712,6.690413E-05
6.432231,6.690447E-05
6.43275,6.690434E-05
6.43327,6.69016E-05
6.433788,6.689247E-05
6.434308,6.687813E-05
6.434827,6.68618E-05
6.435346,6.684895E-05
6.435865,6.684525E-05
6.436385,6.684477E-05
6.436904,6.684061E-05
6.437423,6.681276E-05
6.437943,6.674818E-05
6.438462,6.666216E-05
6.438981,6.657117E-05
6.4395,6.647727E-05
6.440019,6.639164E-05
6.440538,6.633633E-05
6.441058,6.631589E-05
6.441577,6.6312E-05
6.442096,6.631212E-05
6.442616,6.631074E-05
6.443135,6.630104E-05
6.443654,6.627597E-05
6.444173,6.622994E-05
6.444693,6.616741E-05
6.445211,6.609834E-05
6.445731,6.60114E-05
6.44625,6.591465E-05
6.446769,6.583207E-05
6.447289,6.575244E-05
6.447808,6.565233E-05
6.448327,6.553761E-05
6.448846,6.54218E-05
6.449366,6.527597E-05
6.449885,6.502822E-05
6.450404,6.466828E-05
6.450923,6.4311E-05
6.451442,6.411299E-05
6.451962,6.407549E-05
6.452481,6.407154E-05
6.453,6.398895E-05
6.453519,6.376302E-05
6.454039,6.336194E-05
6.454558,6.273151E-05
6.455077,6.183095E-05
6.455596,6.08286E-05
6.456115,6.001784E-05
6.456635,5.949136E-05
6.457154,5.916519E-05
6.457673,5.897432E-05
6.458192,5.889704E-05
6.458712,5.888507E-05
6.459231,5.888658E-05
6.45975,5.888715E-05
6.460269,5.888336E-05
6.460789,5.885262E-05
6.461308,5.876173E-05
6.461827,5.862833E-05
6.462346,5.848907E-05
6.462865,5.835281E-05
6.463385,5.821877E-05
6.463904,5.807897E-05
6.464423,5.792292E-05
6.464942,5.7756E-05
6.465462,5.762205E-05
6.465981,5.755584E-05
6.4665,5.754888E-05
6.467019,5.75409E-05
6.467538,5.745506E-05
6.468058,5.724921E-05
6.468577,5.697538E-05
6.469096,5.672424E-05
6.469615,5.654274E-05
6.470135,5.64371E-05
6.470654,5.638577E-05
6.471173,5.636252E-05
6.471693,5.635176E-05
6.472212,5.634545E-05
6.472731,5.634135E-05
6.47325,5.633678E-05
6.473769,5.634083E-05
6.474288,5.634857E-05
6.474808,5.634797E-05
6.475327,5.634607E-05
6.475846,5.634599E-05
6.476366,5.632728E-05
6.476885,5.628617E-05
6.477404,5.623671E-05
6.477923,5.620076E-05
6.478442,5.61926E-05
6.478961,5.620689E-05
6.479481,5.622153E-05
6.48,5.622071E-05
6.480519,5.621317E-05
6.481039,5.621455E-05
6.481558,5.62319E-05
6.482077,5.625342E-05
6.482596,5.624038E-05
6.483116,5.611064E-05
6.483634,5.58069E-05
6.484154,5.54669E-05
6.484673,5.52583E-05
6.485192,5.519262E-05
6.485712,5.519673E-05
6.486231,5.520707E-05
6.48675,5.521073E-05
6.487269,5.519248E-05
6.487789,5.513486E-05
6.488308,5.505805E-05
6.488827,5.498638E-05
6.489346,5.494989E-05
6.489865,5.494835E-05
6.490385,5.494003E-05
6.490904,5.493473E-05
6.491423,5.495318E-05
6.491942,5.497742E-05
6.492462,5.500058E-05
6.492981,5.500058E-05
6.4935,5.494103E-05
6.49402,5.482782E-05
6.494538,5.4719E-05
6.495058,5.466318E-05
6.495577,5.465397E-05
6.496096,5.464844E-05
6.496615,5.459507E-05
6.497135,5.448832E-05
6.497654,5.435531E-05
6.498173,5.421503E-05
6.498693,5.407166E-05
6.499212,5.396832E-05
6.499731,5.394075E-05
6.50025,5.394705E-05
6.500769,5.393934E-05
6.501288,5.391625E-05
6.501808,5.389926E-05
6.502327,5.388877E-05
6.502846,5.387446E-05
6.503366,5.385968E-05
6.503885,5.383041E-05
6.504404,5.375206E-05
6.504923,5.362909E-05
6.505443,5.352013E-05
6.505961,5.343768E-05
6.506481,5.336621E-05
6.507,5.330006E-05
6.507519,5.32307E-05
6.508039,5.314765E-05
6.508558,5.30776E-05
6.509077,5.305485E-05
6.509596,5.305463E-05
6.510116,5.305118E-05
6.510635,5.303209E-05
6.511154,5.297138E-05
6.511673,5.286359E-05
6.512192,5.274399E-05
6.512712,5.263894E-05
6.513231,5.25471E-05
6.51375,5.246271E-05
6.514269,5.238369E-05
6.514789,5.231545E-05
6.515308,5.225969E-05
6.515827,5.222456E-05
6.516346,5.220215E-05
6.516865,5.218851E-05
6.517385,5.218963E-05
6.517904,5.218576E-05
6.518423,5.215482E-05
6.518942,5.210298E-05
6.519462,5.205576E-05
6.519981,5.203388E-05
6.5205,5.203357E-05
6.521019,5.201497E-05
6.521539,5.193839E-05
6.522058,5.180152E-05
6.522577,5.163159E-05
6.523096,5.144633E-05
6.523615,5.127071E-05
6.524135,5.116557E-05
6.524654,5.114559E-05
6.525173,5.113322E-05
6.525692,5.100817E-05
6.526212,5.070979E-05
6.526731,5.020573E-05
6.52725,4.957461E-05
6.527769,4.900759E-05
6.528288,4.864372E-05
6.528808,4.844098E-05
6.529327,4.831269E-05
6.529846,4.821345E-05
6.530365,4.812551E-05
6.530885,4.805877E-05
6.531404,4.803446E-05
6.531923,4.803693E-05
6.532443,4.800326E-05
6.532962,4.780254E-05
6.533481,4.736165E-05
6.534,4.677557E-05
6.534519,4.617461E-05
6.535038,4.562669E-05
6.535558,4.521328E-05
6.536077,4.500771E-05
6.536596,4.495751E-05
6.537116,4.495725E-05
6.537635,4.49368E-05
6.538154,4.485002E-05
6.538673,4.46665E-05
6.539192,4.442165E-05
6.539711,4.418343E-05
6.540231,4.397325E-05
6.54075,4.373858E-05
6.541269,4.346259E-05
6.541789,4.3212E-05
6.542308,4.304365E-05
6.542827,4.294163E-05
6.543346,4.286913E-05
6.543866,4.281376E-05
6.544384,4.278126E-05
6.544904,4.276607E-05
6.545423,4.276511E-05
6.545942,4.275383E-05
6.546462,4.270776E-05
6.546981,4.264075E-05
6.5475,4.2568E-05
6.548019,4.249101E-05
6.548539,4.240765E-05
6.549058,4.231499E-05
6.549577,4.222376E-05
6.550096,4.215771E-05
6.550615,4.211124E-05
6.551135,4.207123E-05
6.551654,4.203949E-05
6.552173,4.202152E-05
6.552692,4.201735E-05
6.553212,4.201869E-05
6.553731,4.20199E-05
6.55425,4.202103E-05
6.55477,4.202224E-05
6.555288,4.202262E-05
6.555808,4.201846E-05
6.556327,4.201215E-05
6.556846,4.200737E-05
6.557365,4.201008E-05
6.557885,4.201652E-05
6.558404,4.201565E-05
6.558923,4.199672E-05
6.559443,4.195412E-05
6.559962,4.187609E-05
6.560481,4.173781E-05
6.561,4.152302E-05
6.561519,4.128391E-05
6.562038,4.112298E-05
6.562558,4.109655E-05
6.563077,4.106997E-05
6.563596,4.086692E-05
6.564116,4.046571E-05
6.564635,3.983112E-05
6.565154,3.885797E-05
6.565673,3.765883E-05
6.566192,3.672683E-05
6.566711,3.631451E-05
6.567231,3.620778E-05
6.56775,3.619197E-05
6.568269,3.619375E-05
6.568789,3.617986E-05
6.569308,3.613813E-05
6.569827,3.605837E-05
6.570346,3.594128E-05
6.570866,3.580969E-05
6.571385,3.571695E-05
6.571904,3.568949E-05
6.572423,3.569383E-05
6.572942,3.569941E-05
6.573462,3.570023E-05
6.573981,3.56961E-05
6.5745,3.569291E-05
6.575019,3.56931E-05
6.575539,3.569349E-05
6.576058,3.568911E-05
6.576577,3.567138E-05
6.577096,3.563272E-05
6.577615,3.557171E-05
6.578135,3.54492E-05
6.578654,3.521475E-05
6.579173,3.492884E-05
6.579692,3.470026E-05
6.580212,3.452892E-05
6.580731,3.4363E-05
6.58125,3.422433E-05
6.581769,3.418356E-05
6.582289,3.418266E-05
6.582808,3.410065E-05
6.583327,3.38438E-05
6.583846,3.338464E-05
6.584365,3.279535E-05
6.584885,3.217432E-05
6.585404,3.151789E-05
6.585923,3.0744E-05
6.586442,2.995431E-05
6.586962,2.945102E-05
6.587481,2.929155E-05
6.588,2.927863E-05
6.588519,2.9284E-05
6.589038,2.928595E-05
6.589558,2.924924E-05
6.590077,2.915948E-05
6.590596,2.910318E-05
6.591115,2.909522E-05
6.591635,2.909519E-05
6.592154,2.908734E-05
6.592673,2.905935E-05
6.593193,2.900745E-05
6.593712,2.894925E-05
6.594231,2.889756E-05
6.59475,2.88472E-05
6.595269,2.87847E-05
6.595788,2.871484E-05
6.596308,2.864744E-05
6.596827,2.85772E-05
6.597346,2.8488E-05
6.597866,2.836773E-05
6.598385,2.822461E-05
6.598904,2.806187E-05
6.599423,2.784835E-05
6.599942,2.757238E-05
6.600461,2.726927E-05
6.600981,2.700515E-05
6.6015,2.680501E-05
6.602019,2.667313E-05
6.602539,2.661083E-05
6.603058,2.660046E-05
6.603577,2.659977E-05
6.604096,2.65906E-05
6.604616,2.656963E-05
6.605134,2.64943E-05
6.605654,2.632564E-05
6.606173,2.610763E-05
6.606692,2.590048E-05
6.607212,2.573901E-05
6.607731,2.563608E-05
6.60825,2.556068E-05
6.608769,2.546214E-05
6.609289,2.535638E-05
6.609808,2.530475E-05
6.610327,2.52979E-05
6.610846,2.529768E-05
6.611365,2.529382E-05
6.611885,2.528507E-05
6.612404,2.527468E-05
6.612923,2.525358E-05
6.613442,2.521601E-05
6.613962,2.518887E-05
6.614481,2.518223E-05
6.615,2.518243E-05
6.61552,2.517498E-05
6.616038,2.513515E-05
6.616558,2.505133E-05
6.617077,2.493359E-05
6.617596,2.483946E-05
6.618115,2.479676E-05
6.618635,2.478334E-05
6.619154,2.47841E-05
6.619673,2.47944E-05
6.620193,2.480611E-05
6.620712,2.478088E-05
6.621231,2.467017E-05
6.62175,2.44934E-05
6.622269,2.431324E-05
6.622788,2.417084E-05
6.623308,2.407222E-05
6.623827,2.400762E-05
6.624346,2.396282E-05
6.624866,2.393898E-05
6.625385,2.393663E-05
6.625904,2.393913E-05
6.626423,2.392885E-05
6.626942,2.390152E-05
6.627461,2.385051E-05
6.627981,2.377584E-05
6.6285,2.36815E-05
6.629019,2.357457E-05
6.629539,2.348216E-05
6.630058,2.34258E-05
6.630577,2.339197E-05
6.631096,2.335744E-05
6.631616,2.331505E-05
6.632135,2.325608E-05
6.632654,2.312931E-05
6.633173,2.287147E-05
6.633692,2.252501E-05
6.634212,2.223493E-05
6.634731,2.208484E-05
6.63525,2.204789E-05
6.635769,2.204784E-05
6.636289,2.199856E-05
6.636808,2.178518E-05
6.637327,2.132899E-05
6.637846,2.064802E-05
6.638365,1.978026E-05
6.638885,1.884155E-05
6.639404,1.796569E-05
6.639923,1.719311E-05
6.640442,1.656021E-05
6.640962,1.62071E-05
6.641481,1.610253E-05
6.642,1.609029E-05
6.642519,1.609047E-05
6.643039,1.609061E-05
6.643558,1.609149E-05
6.644077,1.608923E-05
6.644596,1.606421E-05
6.645115,1.600723E-05
6.645635,1.59276E-05
6.646154,1.583738E-05
6.646673,1.573996E-05
6.647192,1.564815E-05
6.647712,1.557476E-05
6.648231,1.55095E-05
6.64875,1.544071E-05
6.649269,1.536686E-05
6.649788,1.53015E-05
6.650308,1.525528E-05
6.650827,1.522747E-05
6.651346,1.520904E-05
6.651865,1.519106E-05
6.652385,1.516337E-05
6.652904,1.511821E-05
6.653423,1.506983E-05
6.653943,1.503932E-05
6.654461,1.502929E-05
6.654981,1.502929E-05
6.6555,1.502689E-05
6.656019,1.502011E-05
6.656538,1.501892E-05
6.657058,1.501874E-05
6.657577,1.501885E-05
6.658096,1.500655E-05
6.658616,1.495141E-05
6.659135,1.485922E-05
6.659654,1.475879E-05
6.660173,1.463127E-05
6.660692,1.443902E-05
6.661211,1.418873E-05
6.661731,1.394065E-05
6.66225,1.374636E-05
6.662769,1.366483E-05
6.663289,1.366532E-05
6.663808,1.3637E-05
6.664327,1.354687E-05
6.664846,1.344333E-05
6.665366,1.332612E-05
6.665884,1.318854E-05
6.666404,1.309992E-05
6.666923,1.309381E-05
6.667442,1.30663E-05
6.667962,1.296541E-05
6.668481,1.285073E-05
6.669,1.277251E-05
6.669519,1.274018E-05
6.670039,1.272859E-05
6.670558,1.270873E-05
6.671077,1.265045E-05
6.671596,1.254945E-05
6.672115,1.244122E-05
6.672635,1.235331E-05
6.673154,1.229094E-05
6.673673,1.225579E-05
6.674192,1.223066E-05
6.674712,1.220091E-05
6.675231,1.218082E-05
6.67575,1.217922E-05
6.67627,1.217846E-05
6.676788,1.217765E-05
6.677308,1.217826E-05
6.677827,1.217999E-05
6.678346,1.218183E-05
6.678865,1.218633E-05
6.679385,1.219233E-05
6.679904,1.219493E-05
6.680423,1.219662E-05
6.680943,1.219864E-05
6.681462,1.219991E-05
6.681981,1.220221E-05
6.6825,1.220653E-05
6.683019,1.220511E-05
6.683538,1.220115E-05
6.684058,1.219569E-05
6.684577,1.218931E-05
6.685096,1.21862E-05
6.685616,1.218573E-05
6.686135,1.21855E-05
